Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,146,92,54,63.0%,229-156,59.5%,2106-1930,52.2%,60-52,53.6%,146,88.6%,15.6%,12.1%,3.8%,66.5%,76.3%,55.0%,69.2%,32.6%,51.0%,1.06
Clay,34,18,16,52.9%,46-45,50.5%,437-457,48.9%,8-6,57.1%,33,79.4%,17.8%,8.0%,5.2%,63.1%,71.9%,50.6%,64.1%,34.2%,49.4%,0.95
Grass,23,12,11,52.2%,37-34,52.1%,389-366,51.5%,10-14,41.7%,23,91.3%,12.3%,13.6%,4.6%,65.9%,77.3%,53.0%,69.0%,31.8%,50.5%,1.03
Grand Slams,51,37,14,72.5%,116-67,63.4%,992-868,53.3%,27-16,62.8%,50,88.2%,18.1%,11.3%,3.7%,66.2%,75.8%,54.9%,68.7%,34.8%,51.6%,1.11
Masters,64,36,28,56.3%,84-70,54.5%,803-775,50.9%,21-22,48.8%,64,86.8%,14.9%,11.2%,4.4%,64.0%,76.1%,54.1%,68.2%,32.5%,50.4%,1.02
Other Tours,84,49,35,58.3%,110-90,55.0%,1089-1049,50.9%,30-30,50.0%,84,87.7%,14.2%,12.2%,4.3%,66.7%,75.6%,53.6%,68.2%,31.5%,50.3%,0.99
Best of 5,50,36,14,72.0%,116-67,63.4%,992-868,53.3%,27-16,62.8%,50,88.2%,18.1%,11.3%,3.7%,66.2%,75.8%,54.9%,68.7%,34.8%,51.6%,1.11
Best of 3,153,86,67,56.2%,196-168,53.8%,1940-1885,50.7%,51-56,47.7%,152,87.2%,14.2%,11.8%,4.3%,65.7%,75.7%,53.6%,68.1%,31.7%,50.2%,1.00
Finals,6,4,2,66.7%,8-7,53.3%,81-76,51.6%,1-2,33.3%,6,89.6%,14.3%,12.9%,4.4%,67.3%,76.1%,56.7%,69.7%,29.8%,50.3%,0.98
Semi-finals,13,6,7,46.2%,13-20,39.4%,165-188,46.7%,4-7,36.4%,13,81.8%,12.7%,10.0%,4.1%,66.0%,72.3%,51.6%,65.2%,30.9%,48.4%,0.89
Quarter-finals,25,13,12,52.0%,33-32,50.8%,347-348,49.9%,9-8,52.9%,25,85.1%,14.3%,12.0%,4.0%,65.8%,73.7%,50.4%,65.7%,30.8%,49.2%,0.90
vs Righties,180,109,71,60.6%,276-206,57.3%,2593-2433,51.6%,70-65,51.9%,180,87.8%,15.3%,11.7%,4.1%,65.7%,76.0%,54.2%,68.5%,32.5%,50.7%,1.03
vs Lefties,23,13,10,56.5%,36-29,55.4%,339-320,51.4%,8-7,53.3%,22,85.2%,17.3%,11.1%,3.9%,67.6%,74.0%,52.9%,67.2%,34.6%,50.7%,1.05
vs Top 10,31,8,23,25.8%,21-57,26.9%,369-447,45.2%,3-20,13.0%,31,83.1%,9.5%,10.7%,4.1%,65.7%,72.7%,49.9%,64.9%,28.0%,47.1%,0.80
