Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,15,9,6,60.0%,1,1,0,100.0%,1996,2003,QF,0,,,,,,,,,,
Roland Garros,10,Clay,37,28,9,75.7%,8,4,4,50.0%,1993,2003,W,2,0.91,0.8%,10.7%,66.9%,55.6%,37.5%,49.6%,45.7%,15.4%,50.0%
Wimbledon,7,Grass,14,7,7,50.0%,5,2,3,40.0%,1994,2003,QF,1,0.50,0.0%,5.5%,70.9%,48.7%,25.0%,41.8%,28.9%,50.0%,25.0%
US Open,11,Hard,22,11,11,50.0%,2,0,2,0.0%,1992,2003,R16,1,0.52,0.0%,23.9%,52.2%,75.0%,4.5%,41.3%,30.2%,37.5%,0.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2000,2000,R64,0,,,,,,,,,,
Fed Cup,10,,29,15,14,51.7%,2,1,1,50.0%,1993,2003,,0,,,,,,,,,,
Hilton Head,8,Clay,20,12,8,60.0%,5,3,2,60.0%,1993,2000,SF,0,,,,,,,,,,
Tokyo,7,Carpet,21,15,6,71.4%,5,4,1,80.0%,1995,2003,W,0,,,,,,,,,,
Zurich,7,Hard,19,13,6,68.4%,7,4,3,57.1%,1993,2002,W,0,,,,,,,,,,
Leipzig,7,Carpet,15,8,7,53.3%,5,2,3,40.0%,1994,2002,F,0,,,,,,,,,,
Rome,6,Clay,14,8,6,57.1%,7,4,3,57.1%,1993,2001,SF,0,,,,,,,,,,
Paris,6,Carpet,14,8,6,57.1%,2,1,1,50.0%,1995,2001,F,0,,,,,,,,,,
