Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1997 Roland Garros F,W vs Hingis,18.0%,24.0%,69.2%,16.1%,25.8%,69.2%,80.0%,62.5%,-,23.5%,23.5%,69.2%,66.7%,81.8%,-,23
1995 Roland Garros R16,W vs Pierce,13.7%,23.5%,64.3%,10.5%,21.1%,64.7%,17.6%,81.0%,75.0%,27.3%,36.4%,62.5%,28.6%,0.0%,0.0%,82
Career (2 matches),,15.8%,23.8%,66.7%,13.0%,23.2%,66.7%,46.9%,73.0%,75.0%,25.0%,28.6%,66.7%,46.2%,60.0%,0.0%,47
