Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1982,,,65,1707,74,1573,70,1621,39,1679,,,,
1981,,,48,1730,44,1621,51,1638,25,1700,,,,
1980,,,27,1814,30,1674,27,1708,18,1768,,,,
1979,,,17,1857,14,1745,18,1742,16,1768,,,,
1978,,,10,1910,10,1748,,,11,1778,,,,
1977,,,9,1939,7,1781,13,1821,7,1832,,,,
1976,,,6,1980,4,1826,8,1855,6,1864,,,,
1975,,,16,1876,17,1711,13,1803,18,1767,,,,
1974,,,22,1845,14,1739,19,1786,25,1720,,,,
1973,,,16,1888,13,1731,15,1829,12,1808,,,,
1972,,,10,1917,23,1693,13,1853,11,1847,,,,
1971,,,31,1780,40,1530,25,1748,23,1709,,,,
1970,,,41,1715,41,1479,42,1633,38,1635,,,,
1969,,,50,1632,,,46,1585,44,1539,,,,
1967,,,62,1521,49,1409,50,1518,53,1481,,,,
1966,,,46,1682,38,1485,46,1614,38,1624,,,,
1965,,,53,1609,33,1427,50,1565,53,1523,,,,
1964,,,103,1379,,,95,1282,93,1349,,,,
