Date,Tournament,Surface,Rd,,Score
06-Jul-1970,Dusseldorf,Clay,F,Stove / Hans Jaochim Plotz [GER] d. Kazuko Sawamatsu [JPN] / Peter Pokorny [AUT],6-2 12-10
27-Feb-1969,Munich Indoors,Carpet,F,Stove / Jean Claude Barclay [FRA] d. Renate Breuer [GER] / Peter Pokorny [AUT],6-0 6-1
02-Jan-1967,Sydney Manly,Grass,F,Lesley Turner / John Newcombe [AUS] d. Stove / Fred Stolle [AUS],6-3 6-2
08-Mar-1966,Barranquilla,Clay,F,Norma Baylon [ARG] / Nikola Pilic [CRO] d. Stove / Dimitri Sturdza [SUI],2-6 7-5 6-4
