Date,Tournament,Surface,Rd,,Score
27-Oct-1970,Port Talbot,Carpet,F,Ann Jones / Virginia Wade [GBR] d. Stove / Francoise Durr [FRA],6-4 6-3
20-Oct-1970,Manchester,Hard,F,Ann Jones / Virginia Wade [GBR] d. Stove / Francoise Durr [FRA],6-4 6-3
13-Oct-1970,Edinburgh,Carpet,F,Francoise Durr [FRA] / Patti Hogan [USA] d. Stove / Sharon Walsh Pete [USA],10-8 3-6 11-9
10-Aug-1970,Scheveningen,Clay,F,Marijke Jansen / Judith Salome [NED] d. Stove / Trudy Groenman [NED],6-2 6-4
13-Jul-1970,Gstaad,Clay,F,Rosie Casals [USA] / Francoise Durr [FRA] d. Stove / Helga Masthoff [FRG],6-2 6-2
06-Jul-1970,Dusseldorf,Clay,F,Helga Masthoff [FRG] / Heide Orth [GER] d. Stove / Helga Schultze [GER],6-4 4-6 16-14
29-Dec-1969,Port Elizabeth,Hard,F,Stove / Helen Gourlay [AUS] d. Ann Jones [GBR] / Patricia Walkden [RSA],6-4 6-2
02-Jun-1969,Manchester,Grass,F,Winnie Shaw [GBR] / Judy Tegart [AUS] d. Stove / Joyce Williams [GBR],6-4 12-10
26-May-1969,Surbiton,Grass,F,Judy Tegart [AUS] / Winnie Shaw [GBR] d. Stove / Joyce Williams [GBR],6-4 7-5
24-May-1969,Fed Cup WG SF: USA vs NED,Clay,RR,Peaches Bartkowicz / Nancy Richey [USA] d. Stove / Ada Bakker [NED],6-2 4-6 6-3
23-May-1969,Fed Cup WG QF: TCH vs NED,Clay,RR,Stove / Ada Bakker [NED] d. Alena Palmeova West [TCH] / Vlasta Kodesova [CZE],4-6 7-5 6-4
21-May-1969,Fed Cup WG R2: INA vs NED,Clay,RR,Stove / Marijke Jansen [NED] d. Lany Kaligis / Lita Liem [INA],4-6 6-1 6-1
19-May-1969,Fed Cup WG R1: BUL vs NED,Clay,RR,Stove / Ada Bakker [NED] d. Maria Chakarova / Lubka Radkova [BUL],6-2 6-0
24-Mar-1969,Nice Lawn Club,Clay,F,Stove / Gail Sherriff [FRA] d. Robin Lloyd / Winnie Shaw [GBR],7-5 6-4
17-Mar-1969,Cannes,Clay,F,Katja Ebbinghaus / Kerstin Seelbach [FRG] d. Stove / Marijke Jansen [NED],8-6 6-3
26-Dec-1966,Melbourne South Yarra,Grass,F,Stove / Lidy Venneboer [NED] d. Francoise Durr / Evelyne Terras [FRA],6-2 6-1
14-Aug-1966,Moscow,,F,Stove / Ann Jones [GBR] d. Anna Dmitrieva [URS] / Judy Tegart [AUS],6-4 2-6 6-3
18-Jul-1966,Hilversum,Clay,F,Elly Krokke / Annette Van Zyl [RSA] d. Stove / Gail Sherriff [FRA],6-3 2-6 6-1
06-Jun-1966,Bristol,Grass,F,Stove / Gail Sherriff [FRA] d. Francoise Durr / Janine Lieffrig [FRA],7-5 6-3
13-May-1966,Fed Cup WG QF: NED vs AUS,Clay,RR,Karen Krantzcke / Judy Tegart [AUS] d. Stove / Trudy Groenman [NED],6-1 8-6
