Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,30,10,20,33.3%,25-43,36.8%,283-354,44.4%,5-4,55.6%,24,56.7%,30.9%,1.5%,7.7%,62.7%,57.4%,41.8%,51.6%,43.0%,47.4%,0.89
Clay,50,21,29,42.0%,53-61,46.5%,494-542,47.7%,8-5,61.5%,39,50.6%,35.4%,1.1%,6.8%,66.2%,58.1%,43.6%,53.2%,44.5%,48.9%,0.95
Grass,4,1,3,25.0%,4-6,40.0%,39-50,43.8%,0-1,0.0%,1,-,-,3.0%,11.0%,54.0%,68.5%,37.0%,54.0%,43.6%,49.0%,0.95
Grand Slams,14,5,9,35.7%,13-19,40.6%,121-154,44.0%,1-0,100.0%,4,31.3%,13.3%,0.8%,5.9%,68.5%,54.6%,34.7%,48.3%,41.5%,45.1%,0.80
Premiers,3,1,2,33.3%,3-5,37.5%,29-43,40.3%,1-0,100.0%,2,-,-,3.0%,7.5%,51.5%,50.7%,43.1%,47.0%,39.0%,43.0%,0.74
Internationals,54,21,33,38.9%,54-68,44.3%,548-608,47.4%,10-10,50.0%,49,57.5%,37.5%,1.4%,7.3%,64.6%,58.8%,43.5%,53.4%,44.4%,49.0%,0.95
Finals,1,1,0,100.0%,2-1,66.7%,15-12,55.6%,0-0,-,1,-,-,3.6%,3.6%,64.3%,61.1%,63.3%,61.9%,42.1%,51.4%,1.11
Semi-finals,2,1,1,50.0%,2-2,50.0%,16-15,51.6%,0-0,-,2,-,-,2.1%,6.3%,62.5%,56.7%,50.0%,54.2%,47.0%,50.5%,1.03
Quarter-finals,5,2,3,40.0%,4-6,40.0%,47-53,47.0%,2-1,66.7%,5,45.5%,45.5%,1.6%,5.8%,64.9%,60.5%,49.3%,56.5%,40.2%,49.3%,0.92
vs Righties,75,28,47,37.3%,72-99,42.1%,725-843,46.2%,12-9,57.1%,55,53.3%,33.3%,1.4%,7.5%,64.6%,58.1%,42.9%,52.7%,43.7%,48.4%,0.92
vs Lefties,9,4,5,44.4%,10-11,47.6%,91-103,46.9%,1-1,50.0%,9,-,-,0.6%,6.0%,64.5%,57.6%,41.4%,51.8%,45.2%,48.5%,0.94
vs Top 10,5,1,4,20.0%,2-9,18.2%,29-65,30.9%,1-0,100.0%,2,-,-,0.0%,8.6%,60.5%,50.0%,31.7%,42.8%,46.5%,44.7%,0.81
