Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,2,3,40.0%,6-7,46.2%,61-57,51.7%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2017,76,53,23,69.7%,107-48,69.0%,814-550,59.7%,4-5,44.4%,0,,,,,,,,,,,,W (5x)
2016,13,5,8,38.5%,12-18,40.0%,143-154,48.1%,2-3,40.0%,0,,,,,,,,,,,,QF (Valencia $25K)
2015,14,11,3,78.6%,22-10,68.8%,168-136,55.3%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2013,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Cali)
2012,50,44,6,88.0%,90-21,81.1%,625-354,63.8%,4-5,44.4%,0,,,,,,,,,,,,W (7x)
2011,11,8,3,72.7%,16-8,66.7%,128-85,60.1%,0-1,0.0%,0,,,,,,,,,,,,W (Civitavecchia 25K)
2010,44,30,14,68.2%,68-32,68.0%,507-383,57.0%,6-1,85.7%,0,,,,,,,,,,,,W (Madrid 10K)
2009,33,21,12,63.6%,45-27,62.5%,356-277,56.2%,1-3,25.0%,0,,,,,,,,,,,,W (Antalya-Belek 10K)
2008,16,10,6,62.5%,21-15,58.3%,181-147,55.2%,0-2,0.0%,0,,,,,,,,,,,,W (Benicarlo 10K)
2007,6,1,5,16.7%,3-10,23.1%,45-73,38.1%,2-0,100.0%,0,,,,,,,,,,,,R16 (Vale Do Lobo 10K)
2006,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Seville 10K)
Career,270,185,85,68.5%,390-200,66.1%,3039-2241,57.6%,23-22,51.1%,0,,,,,,,,,,,,
