Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Paula Badosa [ESP],4,2,66.7%,0,0,0,-,2017,2017,0,,,,,,,,,,
6,Nanuli Pipiya [RUS],4,2,66.7%,3,2,1,66.7%,2009,2010,0,,,,,,,,,,
5,Arantxa Rus [NED],2,3,40.0%,0,0,0,-,2009,2017,4,1.05,0.7%,5.9%,66.8%,61.3%,41.1%,54.5%,47.7%,41.9%,44.7%
5,Bojana Jovanovski [SRB],1,4,20.0%,2,1,1,50.0%,2013,2015,3,0.86,2.3%,7.4%,64.7%,57.6%,35.5%,49.8%,43.1%,40.0%,57.9%
4,Irina Khromacheva [RUS],1,3,25.0%,0,0,0,-,2012,2017,0,,,,,,,,,,
4,Georgina Garcia Perez [ESP],1,3,25.0%,1,0,1,0.0%,2009,2017,0,,,,,,,,,,
4,Jana Cepelova [SVK],2,2,50.0%,0,0,0,-,2014,2016,1,0.74,0.0%,10.7%,64.3%,41.7%,30.0%,37.5%,46.6%,30.0%,20.0%
4,Garbine Muguruza [ESP],2,2,50.0%,0,0,0,-,2012,2015,3,0.93,3.4%,5.2%,58.0%,54.5%,56.2%,55.2%,41.8%,50.0%,55.6%
4,Klara Koukalova [CZE],2,2,50.0%,3,2,1,66.7%,2013,2014,1,0.95,3.0%,11.0%,54.0%,68.5%,37.0%,54.0%,43.6%,64.7%,75.0%
3,Reka Luca Jani [HUN],2,1,66.7%,0,0,0,-,2010,2018,0,,,,,,,,,,
3,Estrella Cabeza Candela [ESP],3,0,100.0%,0,0,0,-,2012,2017,1,1.28,1.6%,4.9%,68.9%,71.4%,31.6%,59.0%,52.6%,50.0%,55.6%
3,Isabelle Wallace [AUS],1,2,33.3%,2,0,2,0.0%,2016,2017,0,,,,,,,,,,
3,Alexandra Cadantu Ignatik [ROU],2,1,66.7%,1,0,1,0.0%,2012,2015,0,,,,,,,,,,
3,Urszula Radwanska [POL],1,2,33.3%,2,0,2,0.0%,2012,2015,2,0.87,1.9%,9.0%,62.6%,66.0%,36.2%,54.8%,39.5%,55.0%,53.8%
3,Lara Arruabarrena [ESP],2,1,66.7%,0,0,0,-,2010,2014,1,1.74,2.2%,2.2%,69.6%,68.8%,78.6%,71.7%,49.1%,0,50.0%
