Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,0,0,0,-,2013,2018,R128,2,0.66,3.3%,9.8%,54.1%,56.1%,41.1%,49.2%,33.6%,59.1%,27.3%
Roland Garros,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2013,2015,R32,3,0.89,0.5%,3.8%,72.3%,55.6%,35.3%,50.0%,44.4%,48.3%,45.0%
Wimbledon,3,Grass,5,2,3,40.0%,0,0,0,-,2013,2015,R64,0,,,,,,,,,,
US Open,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2012,2015,R64,1,0.75,0.0%,1.2%,70.9%,62.3%,44.0%,57.0%,32.1%,66.7%,22.2%
Fed Cup,2,,4,2,2,50.0%,0,0,0,-,2013,2014,,0,,,,,,,,,,
Acapulco,4,Hard,8,4,4,50.0%,2,1,1,50.0%,2011,2016,R16,7,1.03,0.6%,5.5%,61.9%,62.1%,47.1%,56.4%,44.9%,50.0%,51.5%
Hobart,3,Hard,8,4,4,50.0%,2,0,2,0.0%,2013,2016,R32,5,1.04,1.6%,6.6%,63.0%,61.6%,48.9%,56.9%,44.8%,68.6%,50.0%
Indian Wells,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2013,2015,R32,5,0.95,0.7%,6.1%,69.2%,55.4%,46.2%,52.5%,45.1%,53.5%,42.1%
Marbella,3,Clay,6,3,3,50.0%,0,0,0,-,2009,2011,R32,6,1.01,0.0%,5.0%,72.8%,53.1%,38.2%,49.0%,51.3%,41.4%,63.5%
Madrid,3,Clay,6,3,3,50.0%,0,0,0,-,2013,2015,R32,6,1.04,0.5%,7.0%,69.1%,60.5%,39.8%,54.1%,47.9%,55.2%,53.8%
Rio de Janeiro,3,Clay,3,0,3,0.0%,4,2,2,50.0%,2014,2016,R32,3,0.89,1.9%,10.0%,63.0%,55.1%,42.6%,50.5%,44.2%,60.9%,52.0%
