Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,6,9,40.0%,16-18,47.1%,158-160,49.7%,1-2,33.3%,15,70.7%,29.1%,2.9%,2.1%,71.3%,62.5%,53.1%,59.8%,40.0%,50.0%,1.00,SF (Hersonissos 1)
2025,56,29,27,51.8%,70-58,54.7%,631-603,51.1%,8-8,50.0%,55,72.6%,29.3%,3.0%,2.7%,66.9%,64.3%,51.6%,60.1%,40.2%,50.3%,1.01,W (Hersonissos 2)
2024,36,20,16,55.6%,47-34,58.0%,423-366,53.6%,8-7,53.3%,35,79.9%,26.2%,4.9%,2.6%,69.2%,68.9%,52.0%,63.7%,38.8%,51.5%,1.07,W (Astana)
2023,37,21,16,56.8%,49-38,56.3%,433-381,53.2%,4-6,40.0%,37,76.2%,30.3%,3.8%,2.8%,67.5%,65.9%,53.4%,61.8%,41.5%,51.5%,1.09,F (Bratislava)
2022,43,23,20,53.5%,54-44,55.1%,498-441,53.0%,4-10,28.6%,43,73.9%,32.2%,3.4%,3.1%,65.6%,64.8%,51.9%,60.4%,41.4%,51.1%,1.04,F (Bengaluru 2)
2021,40,25,15,62.5%,57-34,62.6%,466-396,54.1%,6-7,46.2%,39,72.7%,35.0%,2.6%,2.5%,67.6%,64.7%,50.7%,60.2%,42.7%,51.5%,1.07,W (Barcelona)
2020,8,5,3,62.5%,10-7,58.8%,88-76,53.7%,0-0,-,8,76.2%,30.0%,4.9%,3.6%,65.9%,65.1%,53.3%,61.0%,40.1%,50.7%,1.03,QF (2x)
2019,19,10,9,52.6%,21-20,51.2%,197-186,51.4%,2-0,100.0%,19,73.4%,28.9%,4.2%,4.0%,62.9%,68.2%,48.5%,60.9%,40.5%,50.9%,1.04,R16 (2x)
2018,15,7,8,46.7%,15-19,44.1%,165-154,51.7%,1-4,20.0%,15,71.7%,32.3%,2.9%,3.0%,62.0%,64.1%,54.0%,60.3%,43.4%,51.5%,1.09,SF (Buenos Aires)
2017,7,3,4,42.9%,6-9,40.0%,66-81,44.9%,2-1,66.7%,7,62.5%,26.4%,2.1%,5.1%,62.5%,63.7%,46.3%,57.2%,40.6%,48.5%,0.95,QF (Lima)
2016,10,2,8,20.0%,6-16,27.3%,86-121,41.5%,2-1,66.7%,10,67.3%,14.0%,1.3%,5.3%,60.7%,62.6%,48.2%,57.0%,32.1%,45.2%,0.75,QF (Marburg)
2015,12,4,8,33.3%,11-17,39.3%,127-149,46.0%,3-2,60.0%,12,67.9%,23.1%,3.3%,2.8%,69.6%,63.9%,46.2%,58.5%,37.2%,48.1%,0.90,QF (Sibiu)
2014,1,0,1,0.0%,1-2,33.3%,16-14,53.3%,0-1,0.0%,1,80.0%,28.6%,0.0%,5.7%,72.4%,69.7%,34.5%,60.0%,41.1%,51.0%,1.03,R32 (Istanbul)
Career,299,155,144,51.8%,363-316,53.5%,3354-3128,51.7%,41-49,45.6%,296,73.6%,29.5%,3.4%,3.0%,66.7%,65.3%,51.3%,60.6%,40.5%,50.7%,1.03,
