Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),312,162,326,1446,285,1432,291,1408,,,,,,
2025,263,204,302,1466,251,1467,271,1420,,,,,,
2024,336,149,255,1500,227,1479,221,1465,,,,,,
2023,207,296,227,1519,228,1470,193,1499,180,1454,,,,
2022,196,282,188,1562,183,1524,174,1535,134,1514,,,,
2021,187,355,169,1583,199,1497,139,1571,143,1517,,,,
2020,295,166,200,1513,201,1459,184,1476,,,1919,3,,
2019,423,80,337,1406,372,1319,276,1406,,,2123,2,,
2018,329,76,301,1406,347,1292,255,1410,,,442,47,,
2017,384,108,,,,,,,,,489,106,,
2016,433,94,370,1228,366,1209,337,1250,,,1231,16,,
2015,291,171,339,1351,325,1311,267,1394,,,453,133,,
2014,419,99,,,,,,,,,1010,28,,
2013,463,80,,,,,,,,,1363,12,,
2012,547,53,,,,,,,,,871,34,,
2011,893,11,,,,,,,,,,,,
2010,1126,4,,,,,,,,,,,,
2009,1353,2,,,,,,,,,1220,9,,
