Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,1,71.4%,21.4%,0.0%,4.2%,64.2%,63.9%,47.1%,57.9%,33.8%,47.1%,0.80,
2023,7,3,4,42.9%,7-6,53.8%,62-52,54.4%,0-1,0.0%,5,81.8%,38.7%,4.6%,1.8%,66.7%,63.7%,63.0%,63.5%,45.8%,55.0%,1.25,R16 (Marrakech)
2022,2,1,1,50.0%,2-2,50.0%,22-17,56.4%,0-1,0.0%,1,72.7%,18.2%,4.8%,3.6%,55.4%,69.6%,40.5%,56.6%,39.8%,48.2%,0.92,
2021,6,3,3,50.0%,6-7,46.2%,66-62,51.6%,1-3,25.0%,4,71.4%,20.5%,3.4%,5.7%,61.7%,69.0%,43.0%,59.1%,37.8%,49.0%,0.92,R16 (2x)
2020,6,4,2,66.7%,10-4,71.4%,73-53,57.9%,0-0,-,4,71.7%,37.2%,4.8%,2.1%,65.9%,65.4%,51.5%,60.7%,42.5%,52.2%,1.08,
2019,3,1,2,33.3%,2-4,33.3%,29-35,45.3%,0-1,0.0%,1,66.7%,0.0%,9.1%,4.5%,66.7%,63.6%,40.9%,56.1%,27.6%,42.7%,0.63,
2018,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,66.7%,10.0%,5.1%,8.9%,50.6%,65.0%,46.2%,55.7%,28.6%,43.7%,0.64,R32 (Sofia)
2017,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,60.0%,11.1%,1.6%,3.2%,69.4%,51.2%,57.9%,53.2%,27.1%,41.8%,0.58,R32 (Sofia)
2016,3,0,3,0.0%,5-8,38.5%,57-62,47.9%,0-1,0.0%,3,72.9%,23.7%,3.0%,4.2%,63.7%,67.4%,48.1%,60.4%,37.9%,49.1%,0.96,
2015,5,4,1,80.0%,11-7,61.1%,93-84,52.5%,1-1,50.0%,0,,,,,,,,,,,,
2013,1,1,0,100.0%,3-0,100.0%,18-5,78.3%,0-0,-,0,,,,,,,,,,,,
2011,2,1,1,50.0%,2-2,50.0%,17-15,53.1%,0-0,-,0,,,,,,,,,,,,
Career,38,18,20,47.4%,49-46,51.6%,464-425,52.2%,2-9,18.2%,21,72.5%,25.3%,3.9%,3.9%,63.4%,65.7%,48.9%,59.6%,38.5%,49.5%,0.95,
