Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2004,9,1,8,11.1%,4-16,20.0%,67-112,37.4%,0-3,0.0%,1,-,-,0.0%,6.3%,72.2%,59.6%,45.5%,55.7%,37.3%,47.3%,0.84,R16 (Hyderabad)
2003,21,7,14,33.3%,18-28,39.1%,206-235,46.7%,3-5,37.5%,1,-,-,1.4%,5.4%,60.8%,55.6%,48.3%,52.7%,47.6%,50.0%,1.01,QF (2x)
2002,45,17,28,37.8%,39-61,39.0%,439-500,46.8%,4-9,30.8%,0,,,,,,,,,,,,QF (4x)
2001,23,9,14,39.1%,24-31,43.6%,234-271,46.3%,5-1,83.3%,0,,,,,,,,,,,,SF (Bratislava)
2000,3,0,3,0.0%,1-6,14.3%,22-42,34.4%,0-0,-,0,,,,,,,,,,,,R32 (3x)
1999,17,7,10,41.2%,14-22,38.9%,140-180,43.8%,1-1,50.0%,0,,,,,,,,,,,,QF (Sao Paulo)
1998,4,1,3,25.0%,2-7,22.2%,35-52,40.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Makarska)
1996,21,5,16,23.8%,11-31,26.2%,156-226,40.8%,1-3,25.0%,0,,,,,,,,,,,,R16 (Surabaya)
1995,23,10,13,43.5%,21-27,43.8%,197-234,45.7%,2-4,33.3%,0,,,,,,,,,,,,SF (Moscow)
1994,10,4,6,40.0%,8-14,36.4%,80-102,44.0%,0-0,-,0,,,,,,,,,,,,QF (Rome)
1993,5,2,3,40.0%,4-5,44.4%,39-43,47.6%,2-1,66.7%,0,,,,,,,,,,,,R16 (2x)
1991,2,1,1,50.0%,2-2,50.0%,19-16,54.3%,0-0,-,0,,,,,,,,,,,,R16 (Sao Paulo)
Career,185,64,121,34.6%,148-254,36.8%,1642-2037,44.6%,19-27,41.3%,2,-,-,0.7%,5.9%,66.7%,57.8%,47.1%,54.2%,43.0%,48.7%,0.94,
