Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2006,704,14,,,,,,,,,,,,
2005,261,117,,,,,,,,,,,,
2004,258,105,207,1467,197,1433,192,1428,156,1452,,,,
2003,106,345,123,1622,118,1570,115,1561,100,1540,,,,
2002,60,589,106,1665,104,1591,111,1583,89,1563,,,,
2001,80,442,90,1700,94,1626,106,1592,55,1622,,,,
2000,247,81,172,1488,171,1428,157,1469,,,,,,
1999,125,224,149,1556,139,1510,138,1517,131,1462,,,,
1998,123,222,130,1591,123,1537,133,1512,109,1503,,,,
1997,187,104,,,,,,,,,,,,
1996,168,126,128,1609,148,1485,113,1565,113,1477,,,,
1995,71,22,123,1627,153,1399,95,1613,,,,,,
1994,107,14,,,,,,,,,,,,
1992,349,1,,,,,,,,,,,,
1991,349,1,467,1246,464,1157,416,1266,,,,,,
