Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,8,2,6,25.0%,4-13,23.5%,55-91,37.7%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2005,14,9,5,64.3%,21-14,60.0%,182-143,56.0%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
2004,6,1,5,16.7%,6-10,37.5%,66-84,44.0%,1-1,50.0%,0,,,,,,,,,,,,R16 (Modena 75K)
2003,30,17,13,56.7%,34-30,53.1%,312-297,51.2%,6-3,66.7%,0,,,,,,,,,,,,SF (2x)
2001,22,13,9,59.1%,28-23,54.9%,242-225,51.8%,1-1,50.0%,0,,,,,,,,,,,,F (Rockford IL 25K)
2000,24,9,15,37.5%,21-29,42.0%,213-244,46.6%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
1999,12,3,9,25.0%,8-16,33.3%,82-120,40.6%,0-3,0.0%,0,,,,,,,,,,,,R16 (3x)
1998,37,22,15,59.5%,45-36,55.6%,371-354,51.2%,3-4,42.9%,0,,,,,,,,,,,,F (Bogota 25K)
1997,23,14,9,60.9%,30-21,58.8%,236-205,53.5%,2-1,66.7%,0,,,,,,,,,,,,W (Ramat Hasharon 25K)
1996,5,2,3,40.0%,4-4,50.0%,38-33,53.5%,0-2,0.0%,0,,,,,,,,,,,,QF (Austin TX 50K)
1993,11,6,5,54.5%,14-13,51.9%,126-124,50.4%,4-0,100.0%,0,,,,,,,,,,,,QF (3x)
1992,3,1,2,33.3%,2-5,28.6%,26-37,41.3%,0-0,-,0,,,,,,,,,,,,R16 (ITF Modena)
1991,7,2,5,28.6%,5-11,31.3%,56-82,40.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
1990,6,1,5,16.7%,3-10,23.1%,44-68,39.3%,0-0,-,0,,,,,,,,,,,,R16 (ITF Spoleto)
Career,208,102,106,49.0%,225-235,48.9%,2049-2107,49.3%,19-19,50.0%,0,,,,,,,,,,,,
