Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,87,26,61,29.9%,60-128,31.9%,741-979,43.1%,6-14,30.0%,2,-,-,0.7%,5.9%,66.7%,57.8%,47.1%,54.2%,43.0%,48.7%,0.94
Clay,73,27,46,37.0%,60-96,38.5%,626-781,44.5%,9-7,56.3%,0,,,,,,,,,,,
Grass,12,4,8,33.3%,12-16,42.9%,131-143,47.8%,3-3,50.0%,0,,,,,,,,,,,
Carpet,13,7,6,53.8%,16-14,53.3%,144-134,51.8%,1-3,25.0%,0,,,,,,,,,,,
Grand Slams,33,13,20,39.4%,29-44,39.7%,295-365,44.7%,4-6,40.0%,2,-,-,0.7%,5.9%,66.7%,57.8%,47.1%,54.2%,43.0%,48.7%,0.94
Premiers,23,4,19,17.4%,12-39,23.5%,192-286,40.2%,2-3,40.0%,0,,,,,,,,,,,
Internationals,39,11,28,28.2%,31-59,34.4%,379-454,45.5%,2-9,18.2%,0,,,,,,,,,,,
Semi-finals,2,0,2,0.0%,1-4,20.0%,11-29,27.5%,0-0,-,0,,,,,,,,,,,
Quarter-finals,10,2,8,20.0%,4-18,18.2%,75-125,37.5%,0-0,-,0,,,,,,,,,,,
vs Righties,145,45,100,31.0%,109-209,34.3%,1271-1639,43.7%,12-23,34.3%,2,-,-,0.7%,5.9%,66.7%,57.8%,47.1%,54.2%,43.0%,48.7%,0.94
vs Lefties,16,6,10,37.5%,14-22,38.9%,163-188,46.4%,3-2,60.0%,0,,,,,,,,,,,
vs Top 10,10,0,10,0.0%,1-20,4.8%,51-124,29.1%,0-2,0.0%,0,,,,,,,,,,,
