Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,12,6,6,50.0%,5,2,3,40.0%,1996,2004,QF,1,0.84,0.0%,6.3%,72.2%,59.6%,45.5%,55.7%,37.3%,50.0%,75.0%
Roland Garros,12,Clay,26,14,12,53.8%,2,0,2,0.0%,1994,2005,R16,0,,,,,,,,,,
Wimbledon,8,Grass,17,9,8,52.9%,5,2,3,40.0%,1996,2005,R64,0,,,,,,,,,,
US Open,13,Hard,20,6,14,30.0%,3,2,1,66.7%,1993,2006,R128,1,1.01,1.4%,5.4%,60.8%,55.6%,48.3%,52.7%,47.6%,50.0%,41.7%
Fed Cup,4,,11,7,4,63.6%,4,3,1,75.0%,1995,2002,,0,,,,,,,,,,
Rome,13,Clay,26,13,13,50.0%,4,2,2,50.0%,1993,2005,QF,0,,,,,,,,,,
Palermo,12,Clay,23,11,12,47.8%,4,4,0,100.0%,1991,2004,R16,0,,,,,,,,,,
Key Biscayne,5,Hard,11,5,6,45.5%,3,2,1,66.7%,1993,1999,R64,0,,,,,,,,,,
Birmingham,4,Grass,11,6,5,54.5%,1,0,1,0.0%,2001,2004,R32,0,,,,,,,,,,
Manhattan Beach,4,Hard,10,5,5,50.0%,2,2,0,100.0%,1994,1999,R32,0,,,,,,,,,,
Budapest,4,Clay,10,5,5,50.0%,1,0,1,0.0%,1993,2003,R32,0,,,,,,,,,,
