Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,20,9,11,45.0%,4,4,0,100.0%,2014,2026,R64,15,0.97,2.7%,2.9%,61.9%,60.2%,47.5%,55.4%,43.3%,44.5%,48.7%
Roland Garros,11,Clay,16,5,11,31.3%,3,3,0,100.0%,2014,2024,R128,11,0.83,1.2%,4.4%,59.1%,52.8%,39.2%,47.2%,43.7%,45.7%,46.6%
Wimbledon,9,Grass,17,8,9,47.1%,4,3,1,75.0%,2015,2024,R64,11,0.90,2.4%,3.1%,60.2%,59.4%,42.4%,52.6%,42.8%,49.0%,36.7%
US Open,13,Hard,28,15,13,53.6%,6,1,5,16.7%,2013,2025,R64,22,1.05,3.8%,4.3%,57.1%,63.3%,46.7%,56.2%,46.0%,53.1%,47.0%
Guadalajara,4,Hard,9,3,6,33.3%,2,1,1,50.0%,2021,2025,R32,9,0.93,4.0%,5.3%,54.8%,59.5%,44.5%,52.7%,44.0%,41.7%,47.1%
Auckland,4,Hard,16,10,6,62.5%,0,0,0,-,2013,2024,SF,16,1.14,2.3%,3.2%,61.4%,67.0%,45.8%,58.8%,47.1%,57.8%,50.8%
Washington,4,Hard,8,4,4,50.0%,4,2,2,50.0%,2011,2024,R32,8,1.07,2.3%,5.2%,58.0%,66.1%,47.3%,58.2%,44.8%,52.6%,50.0%
Rome,2,Clay,2,0,2,0.0%,0,0,0,-,2023,2024,Q1,2,0.74,0.0%,3.9%,52.0%,49.1%,46.9%,48.0%,38.5%,35.7%,20.0%
Madrid,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2018,2024,Q2,4,0.96,1.7%,2.6%,59.7%,60.7%,46.8%,55.1%,43.3%,59.5%,51.6%
Stuttgart,3,Clay,8,5,3,62.5%,3,2,1,66.7%,2014,2024,R16,8,1.09,3.8%,5.0%,55.6%,62.7%,42.9%,53.9%,50.4%,59.6%,43.5%
