Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-1,0.0%,6-7,46.2%,0-1,0.0%,1,58.3%,41.7%,2.4%,3.5%,64.7%,54.5%,43.3%,50.6%,48.9%,49.7%,0.99,R32 (W35 Launceston)
2025,2,1,1,50.0%,2-2,50.0%,19-20,48.7%,0-0,-,2,55.0%,42.1%,0.8%,3.1%,52.8%,64.2%,38.3%,52.0%,45.4%,48.9%,0.94,R16 (Cancun 125)
2024,14,7,7,50.0%,15-14,51.7%,132-127,51.0%,0-0,-,3,48.0%,41.7%,1.8%,7.0%,52.6%,55.6%,42.0%,49.1%,48.2%,48.7%,0.95,SF (W100 Irapuato)
2023,27,16,11,59.3%,36-18,66.7%,273-203,57.4%,1-2,33.3%,0,,,,,,,,,,,,SF (W25 Boca Raton FL)
2022,46,28,18,60.9%,61-42,59.2%,527-452,53.8%,6-5,54.5%,3,63.2%,27.5%,3.9%,3.5%,55.7%,62.7%,47.8%,56.1%,39.8%,48.0%,0.91,F (3x)
2021,21,11,10,52.4%,25-22,53.2%,214-209,50.6%,3-0,100.0%,3,36.0%,41.7%,3.0%,1.8%,63.9%,50.0%,33.3%,44.0%,46.4%,45.1%,0.83,SF (2x)
2020,23,15,8,65.2%,33-15,68.8%,241-182,57.0%,2-0,100.0%,2,54.5%,52.4%,0.7%,4.5%,63.4%,56.5%,42.9%,51.5%,51.3%,51.4%,1.06,F (W60 Burnie)
2019,20,10,10,50.0%,22-18,55.0%,198-196,50.3%,2-1,66.7%,4,63.2%,25.0%,0.8%,4.0%,61.8%,60.6%,49.0%,56.2%,38.7%,48.4%,0.88,SF (W60 Berkeley CA)
2018,15,9,6,60.0%,20-10,66.7%,155-114,57.6%,1-0,100.0%,8,65.9%,43.0%,1.9%,5.3%,56.2%,66.6%,44.6%,57.0%,47.0%,52.2%,1.09,SF (2x)
2017,17,10,7,58.8%,23-18,56.1%,207-195,51.5%,4-2,66.7%,2,66.7%,22.2%,2.3%,3.8%,64.6%,60.7%,47.8%,56.2%,42.4%,49.4%,0.97,W (Templeton CA $60K)
2016,34,20,14,58.8%,43-30,58.9%,360-316,53.3%,4-1,80.0%,3,75.8%,40.6%,3.3%,3.8%,57.1%,67.5%,53.3%,61.4%,44.6%,53.0%,1.16,F (Redding CA $25K)
2015,30,19,11,63.3%,40-28,58.8%,328-276,54.3%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2014,19,8,11,42.1%,18-23,43.9%,190-205,48.1%,3-2,60.0%,0,,,,,,,,,,,,QF (3x)
2013,34,19,15,55.9%,44-34,56.4%,374-324,53.6%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2012,21,11,10,52.4%,28-23,54.9%,252-219,53.5%,2-3,40.0%,0,,,,,,,,,,,,SF (Bastad 10K)
2011,25,16,9,64.0%,36-20,64.3%,276-207,57.1%,0-1,0.0%,0,,,,,,,,,,,,F (Gosier 10K)
2010,2,0,2,0.0%,1-4,20.0%,14-25,35.9%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2009,4,3,1,75.0%,6-3,66.7%,45-28,61.6%,0-1,0.0%,0,,,,,,,,,,,,SF (Evansville IN 10K)
Career,355,203,152,57.2%,453-325,58.2%,3811-3305,53.6%,35-22,61.4%,31,60.7%,37.7%,2.1%,4.3%,58.4%,61.3%,45.0%,54.5%,45.0%,49.9%,0.99,
