Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R64,L vs Minnen,34,27,1.3,17.3%,13.8%,29,19,1.5,16.9%,11.0%,12.8%,2.9%,0.9,18.4%,20.4%
2023 US Open R128,W vs Vekic,34,32,1.1,17.5%,16.5%,27,30,0.9,15.7%,17.4%,9.9%,4.7%,0.7,18.0%,24.7%
2019 Monterrey QF,L vs Rybarikova,16,20,0.8,12.3%,15.4%,15,17,0.9,13.2%,14.9%,8.8%,3.5%,1.1,20.8%,18.5%
2019 Indian Wells R128,L vs Voegele,17,30,0.6,13.1%,23.1%,17,28,0.6,14.0%,23.1%,5.8%,8.3%,1.0,18.5%,19.2%
2018 US Open R128,L vs Svitolina,23,32,0.7,15.1%,21.1%,22,27,0.8,15.7%,19.3%,10.0%,5.7%,0.5,10.5%,23.0%
2018 Wimbledon R64,L vs Mertens,12,11,1.1,12.6%,11.6%,12,9,1.3,13.2%,9.9%,6.6%,5.5%,1.6,18.9%,11.6%
2018 Wimbledon R128,W vs Vondrousova,16,9,1.8,14.4%,8.1%,16,7,2.3,15.2%,6.7%,11.4%,2.9%,0.7,17.1%,25.2%
2018 Eastbourne R64,L vs Sabalenka,9,27,0.3,6.5%,19.4%,9,20,0.5,7.0%,15.6%,2.3%,4.7%,1.6,23.0%,14.4%
2017 US Open R64,L vs Kenin,26,45,0.6,11.3%,19.6%,22,39,0.6,10.6%,18.8%,8.7%,1.9%,0.6,15.2%,23.5%
2015 Wimbledon R128,L vs Makarova,12,22,0.5,11.8%,21.6%,10,21,0.5,10.5%,22.1%,4.2%,5.3%,0.5,10.8%,21.6%
2015 Indian Wells R64,L vs Lepchenko,6,25,0.2,5.8%,24.3%,4,21,0.2,4.2%,22.1%,1.1%,3.2%,0.5,14.6%,28.2%
2014 Australian Open R128,L vs Davis,8,36,0.2,7.3%,32.7%,8,33,0.2,7.5%,30.8%,,,0.7,13.6%,20.9%
Career (12 matches),,213,316,0.7,12.6%,18.7%,191,271,0.7,12.3%,17.5%,7.4%,3.9%,0.8,16.7%,21.2%
