Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,58,25,33,43.1%,59-72,45.0%,599-638,48.4%,9-5,64.3%,53,60.4%,36.7%,2.4%,4.7%,58.8%,61.4%,45.6%,54.9%,44.7%,49.9%,0.99
Clay,27,9,18,33.3%,22-39,36.1%,244-310,44.0%,3-0,100.0%,27,51.7%,36.1%,2.8%,5.5%,55.8%,57.3%,42.7%,50.8%,44.5%,47.8%,0.91
Grass,10,4,6,40.0%,10-13,43.5%,93-109,46.0%,2-0,100.0%,10,54.9%,38.5%,1.6%,5.1%,61.6%,54.5%,48.6%,52.2%,43.4%,47.7%,0.91
Grand Slams,19,6,13,31.6%,16-29,35.6%,184-229,44.6%,1-1,50.0%,16,60.0%,26.0%,2.6%,4.2%,60.6%,61.2%,46.5%,55.4%,41.3%,48.5%,0.93
Premiers,19,7,12,36.8%,19-26,42.2%,189-225,45.7%,3-2,60.0%,19,53.1%,34.5%,3.2%,4.9%,57.0%,57.1%,44.8%,51.8%,44.6%,48.2%,0.93
Internationals,50,22,28,44.0%,49-60,45.0%,494-520,48.7%,8-2,80.0%,48,58.5%,40.6%,2.2%,5.5%,57.5%,59.8%,44.7%,53.4%,45.8%,49.6%,0.98
Semi-finals,2,0,2,0.0%,1-4,20.0%,18-25,41.9%,0-0,-,2,63.6%,19.0%,2.1%,4.3%,59.3%,57.8%,50.9%,55.0%,36.0%,45.5%,0.80
Quarter-finals,7,2,5,28.6%,4-10,28.6%,43-67,39.1%,0-0,-,7,57.1%,29.2%,2.5%,4.2%,62.4%,51.4%,47.0%,49.7%,40.3%,45.1%,0.80
vs Righties,85,32,53,37.6%,78-115,40.4%,837-965,46.4%,14-5,73.7%,80,56.6%,35.5%,2.6%,5.0%,58.1%,59.5%,44.8%,53.3%,44.3%,48.9%,0.95
vs Lefties,10,6,4,60.0%,13-9,59.1%,99-92,51.8%,0-0,-,10,62.5%,50.0%,1.3%,5.0%,58.9%,59.9%,46.7%,54.5%,46.3%,50.4%,1.02
vs Top 10,6,1,5,16.7%,4-11,26.7%,58-78,42.6%,0-0,-,6,58.6%,30.0%,1.6%,3.0%,60.1%,61.1%,42.0%,53.4%,40.4%,46.7%,0.87
