Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Minnen,82.9,88.8,6.7,91.1,90.0,99,74,71.6,4.3,73.0,74.7,78,62
2023 US Open R128,W vs Vekic,83.7,90.7,5.5,92.1,88.9,98,76,71.1,4.1,,73.5,79,64
2018 US Open R128,L vs Svitolina,83.9,90.7,4.5,92.7,90.0,99,78,74.1,4.2,,,80,65
2017 US Open R64,L vs Kenin,79.7,87.6,6.3,89.8,87.6,98,68,66.3,4.4,62.0,69.6,76,61
2015 Wimbledon R128,L vs Makarova,92.2,97.1,2.9,,,105,90,82.1,4.4,,,90,74
2014 Australian Open R128,L vs Davis,82.2,,,,,100,,,,,,,66
Career (6 matches),,83.4,90.3,5.5,91.2,89.3,105,68,71.8,4.3,67.5,71.9,90,61
