Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),702,57,,,,,,,,,1175,26,,
2025,522,97,222,1530,217,1496,,,,,1329,18
2024,201,345,166,1598,160,1558,138,1562,146,1476,,
2023,146,517,147,1605,136,1580,150,1531,133,1494,,
2022,184,353,182,1539,161,1525,194,1449,156,1448,,
2021,221,317,176,1536,166,1522,200,1427,153,1446,,
2020,158,460,128,1591,116,1581,141,1465,,,276,295
2019,157,380,162,1590,142,1575,186,1472,147,1473,256,295
2018,101,610,103,1677,87,1667,151,1510,111,1530,347,171
2017,120,506,121,1652,111,1622,137,1514,105,1549,339,169
2016,138,438,167,1555,163,1509,146,1505,123,1519,1262,4
2015,129,427,159,1550,178,1451,160,1456,95,1575,388,124
2014,189,274,213,1482,216,1429,187,1435,,,340,139
2013,199,318,254,1406,253,1371,245,1341,,,418,126
2012,376,104,,,,,,,,,748,32
2011,427,91,,,,,,,,,775,30
