Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2018 Gwangju CH R16,W vs Maamoun,3.6,2.8,4.4,63.9%,50.0%,69.2%,40.0%,46.6%,56.3%,4.0,5.6,-2.0,-5.4
2017 Sao Paulo R32,L vs Ruud,3.4,2.9,3.8,53.1%,28.6%,28.6%,42.9%,50.3%,19.3%,-11.0,-14.1,-0.5,-0.8
2017 Burnie CH SF,L vs Mott,4.5,4.1,4.9,50.8%,61.8%,41.4%,34.8%,60.3%,49.4%,-2.5,-1.0,4.0,4.7
Career (3 matches),,4.0,3.5,4.5,54.5%,50.5%,46.9%,37.1%,55.2%,43.9%,-3.2,-2.4,0.5,0.8
