Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-3,40.0%,25-24,51.0%,0-0,-,2,80.0%,20.8%,12.5%,5.9%,67.6%,76.1%,50.0%,67.6%,37.2%,51.8%,1.15,R16 (Nonthaburi 1)
2025,7,5,2,71.4%,12-5,70.6%,88-66,57.1%,1-0,100.0%,7,76.9%,36.0%,9.3%,2.8%,65.5%,69.2%,52.2%,63.3%,43.5%,53.1%,1.19,SF (Yokohama)
2024,2,0,2,0.0%,1-2,33.3%,16-15,51.6%,0-1,0.0%,2,70.0%,20.0%,10.8%,10.0%,58.5%,68.4%,46.3%,59.2%,35.4%,47.5%,0.87,R32 (2x)
2023,17,6,11,35.3%,17-23,42.5%,184-200,47.9%,1-1,50.0%,17,73.1%,22.8%,5.7%,5.6%,61.8%,70.8%,46.9%,61.7%,38.0%,49.5%,0.99,QF (3x)
2022,12,5,7,41.7%,13-16,44.8%,128-134,48.9%,1-1,50.0%,12,66.7%,30.2%,5.8%,9.0%,57.2%,69.5%,46.5%,59.6%,41.0%,50.3%,1.01,R16 (4x)
2021,17,7,10,41.2%,18-25,41.9%,196-212,48.0%,0-4,0.0%,17,68.9%,26.6%,5.2%,5.5%,61.0%,68.3%,44.6%,59.0%,39.6%,49.2%,0.97,QF (2x)
2020,5,0,5,0.0%,2-10,16.7%,38-69,35.5%,1-0,100.0%,5,51.9%,18.5%,5.5%,4.7%,58.4%,60.7%,39.9%,52.0%,35.0%,43.8%,0.73,R32 (2x)
2019,47,24,23,51.1%,57-45,55.9%,537-465,53.6%,7-14,33.3%,46,82.9%,24.3%,8.9%,4.2%,59.3%,73.2%,52.3%,64.7%,38.8%,51.6%,1.10,SF (2x)
2018,31,13,18,41.9%,33-38,46.5%,359-370,49.2%,7-10,41.2%,31,76.9%,22.2%,7.3%,4.2%,61.4%,68.4%,51.6%,61.9%,38.4%,49.9%,1.01,SF (Chengdu)
2017,46,27,19,58.7%,65-46,58.6%,586-514,53.3%,10-9,52.6%,46,81.6%,24.1%,8.8%,4.2%,58.6%,73.1%,51.5%,64.1%,38.1%,51.2%,1.06,W (Winnetka)
2016,24,10,14,41.7%,23-32,41.8%,265-281,48.5%,5-6,45.5%,24,74.3%,23.3%,6.9%,4.7%,58.3%,70.2%,49.6%,61.6%,37.3%,49.3%,0.97,SF (Trnava)
Career,210,98,112,46.7%,243-245,49.8%,2422-2350,50.8%,33-46,41.8%,209,76.8%,24.4%,7.7%,4.8%,59.8%,70.9%,50.0%,62.5%,38.5%,50.4%,1.03,
