Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2018 Gwangju CH R16,W vs Maamoun,35.2%,40.7%,51.7%,38.1%,45.5%,51.5%,55.6%,50.3%,50.0%,42.1%,0.0%,26.7%,33.3%,45.5%,91
2017 Sao Paulo R32,L vs Ruud,32.8%,45.9%,51.4%,36.9%,51.9%,70.4%,38.5%,61.1%,45.5%,56.3%,50.0%,20.0%,30.0%,58.3%,76
2017 Burnie CH SF,L vs Mott,27.3%,38.8%,48.2%,32.1%,31.8%,43.9%,46.7%,40.6%,50.0%,36.8%,25.0%,24.0%,36.0%,50.0%,59
Career (3 matches),,30.5%,41.1%,49.7%,34.7%,39.7%,51.6%,47.4%,47.5%,49.1%,42.5%,25.0%,23.2%,33.7%,52.1%,102
