Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Busan CH R16,W vs Yang,56% (5/9),60% (3/5),0/1,10% (1/10),0% (0/1),3/3,1/2,1/1,1/1,0/0
2019 Busan CH R32,W vs Jung,54% (7/13),57% (4/7),0/2,46% (6/13),67% (4/6),3/3,1/1,0/0,0/0,0/0
2019 Busan CH R64,W vs Setkic,88% (7/8),71% (5/7),1/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2019 Seoul CH R16,L vs Bolt,20% (2/10),0% (0/2),0/1,18% (2/11),0% (0/2),0/0,0/0,2/3,0/0,0/1
2019 Seoul CH R32,W vs Jung,47% (8/17),88% (7/8),3/6,50% (8/16),25% (2/8),3/5,0/0,2/2,0/0,2/2
2019 Nanchang CH R16,L vs Milojevic,50% (6/12),17% (1/6),0/1,8% (1/12),0% (0/1),1/1,0/0,2/2,0/0,0/0
2019 Nanchang CH R32,W vs Nedovyesov,31% (5/16),100% (5/5),0/4,38% (6/16),33% (2/6),2/3,0/1,1/1,0/1,0/0
2019 Nanchang CH R64,W vs Lo,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2019 Anning CH R64,L vs Zhang,33% (5/15),40% (2/5),1/4,33% (5/15),20% (1/5),2/2,1/2,2/2,0/0,0/0
2019 Taipei CH R32,L vs Majchrzak,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2019 Taipei CH R64,W vs Hsu,45% (5/11),20% (1/5),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,0/0,0/0
2019 Burnie CH R64,L vs Kuhn,64% (7/11),29% (2/7),0/3,36% (4/11),25% (1/4),1/2,0/0,2/2,0/0,1/1
2018 Canberra CH R16,W vs Duckworth,36% (5/14),60% (3/5),1/2,20% (3/15),33% (1/3),1/2,1/1,1/1,1/1,0/0
2018 Traralgon CH R32,W vs Duckworth,36% (4/11),75% (3/4),0/1,30% (3/10),67% (2/3),1/2,0/0,0/0,0/0,0/0
2018 Kaohsiung CH R32,L vs Monfils,25% (4/16),50% (2/4),0/3,27% (4/15),25% (1/4),2/2,1/1,4/4,0/0,1/1
2018 Gwangju CH R16,W vs Maamoun,88% (7/8),71% (5/7),2/2,33% (3/9),33% (1/3),5/5,2/2,0/0,1/1,0/0
2017 Kobe CH SF,L vs Robert,30% (3/10),67% (2/3),1/3,60% (6/10),33% (2/6),0/2,0/0,0/1,0/0,0/1
2017 Kobe CH R16,W vs Hurkacz,50% (5/10),80% (4/5),2/3,45% (5/11),40% (2/5),2/4,1/1,2/2,0/0,0/0
2017 Ho Chi Minh City CH SF,L vs Youzhny,38% (6/16),67% (4/6),1/5,40% (6/15),0% (0/6),1/4,0/0,2/3,0/0,1/1
2017 Kaohsiung CH R16,L vs Rosol,24% (4/17),75% (3/4),1/4,59% (10/17),50% (5/10),3/3,0/1,0/1,0/1,0/1
2019 (12 matches),,44.9%,56.5%,19.2%,29.0%,30.0%,82.1%,66.7%,87.5%,66.7%,75.0%
2018 (4 matches),,40.8%,65.0%,37.5%,26.5%,38.5%,81.8%,100.0%,100.0%,100.0%,100.0%
2017 (28 matches),,32.6%,67.0%,29.9%,33.3%,32.8%,79.7%,83.3%,65.6%,77.8%,71.4%
2016 (14 matches),,36.0%,55.2%,22.2%,36.0%,27.6%,80.6%,76.9%,57.1%,66.7%,80.0%
Career (58 matches),,36.4%,61.5%,26.3%,32.6%,31.3%,80.6%,80.0%,71.6%,75.0%,75.0%
