Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Hamburg R32,W vs Geerlings,50% (7/14),71% (5/7),1/3,60% (9/15),44% (4/9),3/5,1/2,1/2,1/1,0/0
2025 W100 Bonita Springs FL F,W vs Osuigwe,75% (6/8),83% (5/6),0/1,38% (3/8),67% (2/3),4/5,2/3,0/0,1/1,0/0
2022 Wimbledon R128,L vs Maria,27% (4/15),100% (4/4),2/5,36% (5/14),0% (0/5),3/4,1/1,1/1,0/0,1/1
2022 Bogota R32,L vs Lamens,57% (8/14),75% (6/8),2/4,54% (7/13),29% (2/7),4/5,0/0,0/1,0/0,0/0
2021 US Open R128,L vs Krejcikova,13% (1/8),0% (0/1),0/4,88% (7/8),43% (3/7),0/0,0/0,1/1,0/0,1/1
2021 Wimbledon R128,L vs Pliskova,29% (4/14),75% (3/4),0/2,33% (5/15),20% (1/5),3/3,1/1,0/2,0/0,0/1
2021 Roland Garros R64,L vs Jabeur,11% (1/9),100% (1/1),1/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2021 Roland Garros R128,W vs Bara,30% (3/10),100% (3/3),0/0,10% (1/10),0% (0/1),1/2,0/1,1/1,0/0,0/0
2021 Charleston 2 F,W vs Jabeur,38% (5/13),100% (5/5),1/4,29% (4/14),0% (0/4),2/4,1/1,1/1,1/1,0/0
2021 Australian Open R128,L vs Hibino,47% (7/15),71% (5/7),1/5,43% (6/14),17% (1/6),4/5,1/1,0/0,0/0,0/0
2020 Roland Garros R64,L vs Alexandrova,0% (0/9),- (0/0),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,0/1
2020 Roland Garros R128,W vs Blinkova,60% (9/15),78% (7/9),2/6,50% (7/14),14% (1/7),3/5,0/1,0/0,0/0,0/0
2020 US Open R128,L vs Yastremska,24% (4/17),50% (2/4),0/3,31% (5/16),40% (2/5),1/2,0/1,3/3,0/0,2/2
2020 Australian Open R128,L vs Kontaveit,29% (2/7),50% (1/2),0/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2019 US Open R128,L vs Linette,30% (3/10),0% (0/3),0/2,56% (5/9),60% (3/5),0/0,0/0,1/1,0/0,1/1
2019 Wimbledon R128,L vs Kenin,0% (0/9),- (0/0),0/3,33% (3/9),0% (0/3),0/0,0/0,1/1,0/0,0/0
2019 Roland Garros R128,L vs Rogers,44% (4/9),50% (2/4),1/4,56% (5/9),0% (0/5),1/2,0/0,1/2,0/0,1/1
2019 Bogota F,L vs Anisimova,57% (8/14),75% (6/8),4/7,69% (9/13),11% (1/9),3/6,1/1,0/1,0/0,0/0
2019 Bogota SF,W vs Arruabarrena,44% (4/9),100% (4/4),1/1,10% (1/10),0% (0/1),3/3,1/1,0/0,1/1,0/0
2019 Bogota QF,W vs Errani,56% (5/9),100% (5/5),1/2,50% (5/10),60% (3/5),3/5,2/3,0/0,1/2,0/0
2025 (2 matches),,59.1%,76.9%,25.0%,52.2%,50.0%,70.0%,60.0%,50.0%,100.0%,-
2022 (2 matches),,41.4%,83.3%,44.4%,44.4%,16.7%,77.8%,100.0%,50.0%,-,100.0%
2021 (6 matches),,30.4%,81.0%,15.8%,40.0%,21.4%,73.3%,75.0%,66.7%,100.0%,66.7%
2020 (4 matches),,31.3%,66.7%,13.3%,47.8%,18.2%,50.0%,0.0%,57.1%,-,50.0%
2019 (14 matches),,41.5%,75.4%,33.3%,41.2%,36.1%,72.5%,80.0%,66.7%,75.0%,100.0%
Career (70 matches),,47.8%,79.8%,36.5%,44.0%,29.1%,72.3%,70.6%,65.2%,77.8%,66.7%
