Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,5,2,3,40.0%,2019,2026,R64,15,0.97,5.7%,4.7%,63.4%,66.4%,45.1%,58.6%,40.3%,59.5%,46.4%
Roland Garros,6,Clay,14,7,7,50.0%,4,2,2,50.0%,2019,2025,R64,14,1.00,4.5%,3.7%,64.0%,63.3%,50.2%,58.6%,41.4%,52.0%,41.4%
Wimbledon,5,Grass,11,5,6,45.5%,3,1,2,33.3%,2019,2025,R128,11,0.98,4.7%,3.9%,65.8%,64.4%,49.0%,59.1%,40.0%,58.7%,51.4%
US Open,7,Hard,14,7,7,50.0%,7,5,2,71.4%,2019,2025,R128,14,0.93,4.5%,3.7%,65.5%,66.5%,46.4%,59.6%,37.8%,59.5%,37.8%
Brisbane,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2026,Q1,2,0.67,4.9%,9.8%,52.9%,59.3%,39.6%,50.0%,33.6%,52.6%,28.6%
Osaka,2,Hard,2,0,2,0.0%,0,0,0,-,2019,2025,Q1,2,0.97,4.2%,5.9%,62.7%,64.9%,50.0%,59.3%,39.4%,66.7%,23.1%
Beijing,2,Hard,2,0,2,0.0%,0,0,0,-,2019,2025,Q1,2,0.66,0.9%,7.4%,55.6%,60.0%,37.5%,50.0%,33.0%,35.7%,16.7%
Seoul,2,Hard,4,2,2,50.0%,0,0,0,-,2022,2025,R32,4,1.17,3.9%,6.5%,55.4%,64.1%,56.3%,60.6%,46.0%,63.6%,55.2%
Cincinnati,4,Hard,7,3,4,42.9%,0,0,0,-,2019,2025,R64,7,1.00,5.5%,3.9%,61.6%,65.0%,49.3%,58.9%,41.1%,35.3%,38.5%
Prague,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2022,2025,R32,5,1.07,1.9%,7.8%,62.1%,62.1%,47.9%,56.7%,46.2%,47.1%,53.5%
