Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Hamburg R32,W vs Geerlings,63% (10/16),63% (5/8),2/2,1/1,71% (12/17),4/5,0/0,67% (4/6),60% (3/5)
2025 W100 Bonita Springs FL F,W vs Osuigwe,50% (7/14),71% (5/7),2/7,1/3,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Maria,56% (9/16),80% (4/5),1/1,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2022 Bogota R32,L vs Lamens,73% (8/11),43% (6/14),1/1,0/0,62% (8/13),2/4,1/2,- (0/0),- (0/0)
2021 US Open R128,L vs Krejcikova,67% (4/6),0% (0/2),0/0,0/0,67% (8/12),3/5,3/4,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Pliskova,65% (11/17),50% (3/6),1/1,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2021 Roland Garros R64,L vs Jabeur,56% (5/9),100% (1/1),0/0,0/0,64% (7/11),1/3,0/1,- (0/0),- (0/0)
2021 Roland Garros R128,W vs Bara,69% (9/13),60% (3/5),2/3,1/2,50% (1/2),0/0,0/0,100% (6/6),17% (1/6)
2021 Charleston 2 F,W vs Jabeur,63% (10/16),71% (5/7),2/2,1/1,43% (3/7),1/2,0/0,- (0/0),- (0/0)
2021 Australian Open R128,L vs Hibino,69% (9/13),45% (5/11),1/4,0/0,38% (3/8),3/5,3/4,- (0/0),- (0/0)
2020 Roland Garros R64,L vs Alexandrova,67% (6/9),- (0/0),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,W vs Blinkova,67% (8/12),39% (7/18),2/3,1/1,50% (6/12),0/1,0/0,- (0/0),- (0/0)
2020 US Open R128,L vs Yastremska,62% (13/21),50% (2/4),1/1,0/0,63% (5/8),0/2,0/1,67% (6/9),27% (3/11)
2020 Australian Open R128,L vs Kontaveit,33% (1/3),33% (1/3),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 US Open R128,L vs Linette,41% (7/17),0% (0/5),0/0,0/0,67% (4/6),0/2,0/1,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Kenin,60% (6/10),- (0/0),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2019 Roland Garros R128,L vs Rogers,44% (4/9),40% (2/5),0/0,0/0,64% (9/14),5/7,2/3,- (0/0),- (0/0)
2019 Bogota F,L vs Anisimova,38% (5/13),46% (6/13),1/1,0/0,27% (3/11),1/3,1/2,- (0/0),- (0/0)
2019 Bogota SF,W vs Arruabarrena,56% (9/16),80% (4/5),2/3,1/2,0% (0/1),2/2,0/0,- (0/0),- (0/0)
2019 Bogota QF,W vs Errani,57% (8/14),71% (5/7),2/2,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2025 (2 matches),,56.7%,66.7%,44.4%,50.0%,75.0%,80.0%,-,66.7%,60.0%
2022 (2 matches),,63.0%,52.6%,100.0%,-,52.4%,33.3%,33.3%,-,-
2021 (6 matches),,64.9%,53.1%,60.0%,66.7%,51.1%,47.1%,60.0%,100.0%,16.7%
2020 (4 matches),,62.2%,40.0%,75.0%,100.0%,45.5%,0.0%,0.0%,66.7%,27.3%
2019 (14 matches),,55.1%,50.5%,75.0%,80.0%,60.2%,53.3%,40.0%,57.1%,28.6%
Career (70 matches),,60.5%,50.9%,64.0%,61.4%,56.9%,50.7%,44.9%,67.7%,44.4%
