Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Apr-2025,W100 Bonita Springs FL,Clay,F,201,179,Sharma d. Whitney Osuigwe [USA],6-2 6-2,1.40,3.0%,4.5%,72.7%,66.7%,50.0%,6/7,1:20
30-Oct-2023,W60 Sydney,Hard,F,161,218,(6) Destanee Aiava [AUS] d. (2) Sharma,6-3 6-4,,,,,,,,
23-Oct-2023,W60 Playford,Hard,F,161,332,(3) Sharma d. Joanna Garland [TPE],7-6(6) 6-0,,,,,,,,
11-Sep-2023,Bucharest 125,Clay,F,216,115,Sharma d. (4) Sara Errani [ITA],0-6 7-5 6-2,1.05,4.1%,1.4%,64.9%,60.4%,50.0%,1/6,2:24
03-Jul-2023,W60 Montpellier,Clay,F,255,104,(1) Clara Burel [FRA] d. Sharma,6-3 7-5,,,,,,,,
19-Jun-2023,W40 Ystad,Clay,F,276,260,Ipek Oz [TUR] d. Sharma,6-1 6-3,,,,,,,,
12-Apr-2021,Charleston 2,Clay,F,165,27,Sharma d. (1) Ons Jabeur [TUN],2-6 7-5 6-1,1.16,1.2%,6.0%,61.9%,63.5%,59.4%,3/7,1:55
08-Apr-2019,Bogota,Clay,F,138,76,(6) Amanda Anisimova [USA] d. Sharma,4-6 6-4 6-1,0.83,8.2%,12.9%,56.5%,60.4%,24.3%,3/11,1:43
04-Mar-2019,W25 Irapuato,Hard,F,163,175,Sharma d. (2) Veronica Cepede Royg [PAR],6-7(3) 6-4 6-3,,,,,,,,
17-Sep-2018,Cairns $25K,Hard,F,276,247,(4) Sharma d. (3) Destanee Aiava [AUS],0-6 7-6(5) 6-1,,,,,,,,
