Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,59,52,7,88.1%,6,4,2,66.7%,1995,2007,W,8,1.29,1.6%,3.4%,66.1%,64.8%,49.7%,59.7%,52.0%,69.7%,53.8%
Roland Garros,8,Clay,43,35,8,81.4%,4,1,3,25.0%,1995,2006,F,3,1.27,2.4%,2.4%,56.5%,66.7%,55.4%,61.8%,48.4%,66.7%,57.9%
Wimbledon,9,Grass,31,23,8,74.2%,2,1,1,50.0%,1995,2007,W,6,1.26,5.4%,4.1%,66.7%,68.5%,53.1%,63.3%,46.1%,45.8%,47.3%
US Open,10,Hard,52,43,9,82.7%,4,3,1,75.0%,1995,2007,W,5,1.01,2.3%,3.4%,63.8%,60.3%,43.3%,54.1%,46.5%,53.7%,52.4%
Fed Cup,5,,22,18,4,81.8%,3,2,1,66.7%,1995,2015,,0,,,,,,,,,,
Sydney,10,Hard,25,18,7,72.0%,2,2,0,100.0%,1995,2007,W,2,0.87,2.1%,3.1%,63.9%,57.3%,40.0%,51.0%,42.8%,48.3%,40.9%
Tokyo,9,Carpet,36,32,4,88.9%,3,3,0,100.0%,1996,2007,W,9,1.39,3.7%,5.2%,61.1%,70.3%,50.6%,62.6%,51.8%,41.4%,52.5%
Filderstadt,9,Hard,28,23,5,82.1%,3,1,2,33.3%,1994,2002,W,0,,,,,,,,,,
Indian Wells,7,Hard,33,27,6,81.8%,3,2,1,66.7%,1998,2007,W,8,1.22,2.6%,4.8%,59.9%,65.8%,48.4%,58.8%,50.4%,57.7%,44.4%
Zurich,7,Hard,22,16,6,72.7%,3,2,1,66.7%,1994,2006,W,3,1.24,1.9%,3.8%,58.9%,64.2%,66.3%,65.1%,43.2%,62.5%,36.7%
San Diego,7,Hard,22,17,5,77.3%,4,3,1,75.0%,1997,2007,W,5,1.11,3.3%,2.1%,63.2%,58.3%,56.1%,57.5%,47.4%,53.7%,51.2%
