Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2007 Tokyo F,W vs Ivanovic,73% (8/11),40% (4/10),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2007 Australian Open R64,W vs Kudryavtseva,56% (5/9),58% (7/12),2/2,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2007 Australian Open R128,W vs Dechy,78% (7/9),71% (5/7),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2006 WTA Tour Championships RR,W vs Petrova,48% (10/21),42% (5/12),2/5,1/2,20% (1/5),0/1,0/0,- (0/0),- (0/0)
2006 Montreal F,L vs Ivanovic,100% (5/5),- (0/0),0/0,0/0,50% (4/8),2/4,0/1,- (0/0),- (0/0)
2006 Berlin R16,W vs Dementieva,70% (7/10),56% (5/9),2/3,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2006 Doha QF,W vs Kuznetsova,62% (8/13),44% (4/9),2/2,1/1,71% (5/7),2/2,0/0,63% (5/8),50% (4/8)
2006 Dubai R32,W vs Mirza,44% (7/16),40% (6/15),2/6,1/2,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2006 Tokyo F,L vs Dementieva,25% (1/4),17% (1/6),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2006 Australian Open QF,L vs Clijsters,40% (8/20),45% (5/11),1/3,0/0,69% (11/16),2/4,2/3,- (0/0),- (0/0)
2002 Filderstadt R16,L vs Dementieva,50% (2/4),67% (2/3),0/0,0/0,25% (2/8),2/4,1/2,- (0/0),- (0/0)
2002 Hamburg SF,L vs Williams,60% (3/5),56% (5/9),0/0,0/0,33% (4/12),3/5,3/4,- (0/0),- (0/0)
2002 Tokyo F,W vs Seles,56% (14/25),40% (2/5),2/2,1/1,67% (4/6),2/3,0/0,57% (4/7),57% (4/7)
2002 Australian Open F,L vs Capriati,64% (7/11),50% (7/14),1/7,0/4,47% (7/15),1/3,0/1,63% (5/8),25% (2/8)
2002 Australian Open SF,W vs Seles,69% (11/16),42% (5/12),2/4,1/2,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2001 US Open SF,L vs Williams,30% (3/10),50% (2/4),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2001 Roland Garros SF,L vs Capriati,40% (4/10),27% (3/11),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2001 Charleston F,L vs Capriati,33% (4/12),43% (6/14),1/3,0/0,47% (8/17),1/3,1/2,- (0/0),- (0/0)
2001 Indian Wells SF,L vs Clijsters,56% (5/9),80% (4/5),1/1,0/0,13% (1/8),0/2,0/1,- (0/0),- (0/0)
2001 Australian Open F,L vs Capriati,50% (6/12),100% (1/1),0/0,0/0,43% (3/7),2/4,0/1,- (0/0),- (0/0)
2007 (3 matches),,69.0%,55.2%,85.7%,75.0%,60.0%,-,-,-,-
2006 (7 matches),,51.7%,41.9%,47.4%,66.7%,55.7%,46.2%,40.0%,62.5%,50.0%
2002 (5 matches),,60.7%,48.8%,38.5%,28.6%,47.1%,50.0%,57.1%,60.0%,40.0%
2001 (6 matches),,46.7%,50.0%,66.7%,100.0%,41.5%,23.1%,16.7%,-,-
2000 (14 matches),,60.7%,52.7%,51.2%,56.3%,53.4%,47.8%,37.5%,54.5%,60.0%
Career (63 matches),,55.3%,49.9%,50.0%,52.2%,54.1%,42.9%,41.3%,56.0%,42.9%
