Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,385,304,81,79.0%,632-202,75.8%,4459-2759,61.8%,31-15,67.4%,54,-,-,2.2%,3.2%,65.2%,60.9%,50.4%,57.3%,47.3%,52.3%,1.11
Clay,146,119,27,81.5%,247-72,77.4%,1733-1058,62.1%,10-7,58.8%,15,-,-,1.6%,4.0%,66.0%,61.0%,51.8%,57.8%,49.9%,53.9%,1.18
Grass,34,26,8,76.5%,52-20,72.2%,375-242,60.8%,1-1,50.0%,6,-,-,5.4%,4.1%,66.7%,68.5%,53.1%,63.3%,46.1%,54.5%,1.26
Carpet,102,85,17,83.3%,167-53,75.9%,1178-725,61.9%,16-7,69.6%,9,-,-,3.7%,5.2%,61.1%,70.3%,50.6%,62.6%,51.8%,56.8%,1.39
Grand Slams,185,153,32,82.7%,315-90,77.8%,2205-1273,63.4%,9-7,56.3%,22,-,-,2.8%,3.5%,64.6%,64.9%,49.8%,59.6%,48.7%,54.2%,1.21
Premiers,204,159,45,77.9%,332-109,75.3%,2370-1553,60.4%,16-6,72.7%,60,-,-,2.3%,3.7%,65.3%,61.7%,51.6%,58.2%,48.1%,53.0%,1.15
Internationals,19,16,3,84.2%,34-7,82.9%,228-118,65.9%,1-1,50.0%,0,,,,,,,,,,,
Finals,66,42,24,63.6%,88-60,59.5%,713-624,53.3%,5-5,50.0%,4,-,-,1.3%,4.5%,58.0%,61.5%,43.6%,54.0%,44.4%,49.1%,0.97
Semi-finals,102,68,34,66.7%,144-81,64.0%,1139-870,56.7%,12-8,60.0%,6,-,-,1.5%,2.7%,66.8%,57.8%,44.1%,53.3%,45.5%,49.3%,0.97
Quarter-finals,129,101,28,78.3%,206-68,75.2%,1471-939,61.0%,15-11,57.7%,14,-,-,2.1%,3.7%,66.8%,59.3%,48.3%,55.7%,46.9%,51.1%,1.06
vs Righties,587,466,121,79.4%,957-314,75.3%,6775-4267,61.4%,53-26,67.1%,80,-,-,2.4%,3.5%,65.0%,62.6%,51.1%,58.6%,48.1%,53.3%,1.16
vs Lefties,50,42,8,84.0%,86-24,78.2%,605-352,63.2%,4-3,57.1%,4,-,-,3.2%,4.7%,66.5%,55.1%,45.2%,51.8%,48.1%,49.9%,1.00
vs Top 10,180,105,75,58.3%,234-184,56.0%,1988-1797,52.5%,16-12,57.1%,18,-,-,2.0%,2.9%,66.7%,55.1%,43.6%,51.3%,44.4%,47.8%,0.91
