Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2015 Fed Cup RR,L vs Radwanska,3.2%,9.7%,35.2%,2.7%,13.5%,38.9%,56.3%,47.6%,45.5%,5.3%,5.3%,27.8%,44.4%,40.0%,-,-104
2007 Tokyo F,W vs Ivanovic,26.9%,40.4%,56.8%,27.6%,48.3%,66.7%,61.1%,54.5%,-,27.3%,31.8%,43.8%,50.0%,62.5%,0.0%,-51
2007 Australian Open R64,W vs Kudryavtseva,15.4%,23.1%,47.6%,23.5%,35.3%,50.0%,68.8%,55.6%,100.0%,0.0%,0.0%,43.8%,14.3%,55.6%,100.0%,-119
2007 Australian Open R128,W vs Dechy,34.1%,43.9%,70.8%,48.0%,60.0%,84.6%,69.2%,16.7%,0.0%,15.4%,23.1%,54.5%,0.0%,33.3%,-,25
2006 WTA Championships RR,W vs Petrova,32.6%,36.0%,40.0%,43.4%,47.2%,43.3%,50.0%,34.8%,0.0%,16.7%,20.0%,36.0%,63.6%,26.3%,-,6
2006 Montreal F,L vs Ivanovic,17.5%,24.6%,44.4%,22.9%,28.6%,40.7%,18.8%,63.2%,20.0%,10.0%,20.0%,50.0%,23.1%,57.1%,100.0%,-14
2006 Berlin R16,W vs Dementieva,21.0%,24.2%,51.1%,23.3%,27.9%,45.5%,29.2%,31.6%,75.0%,17.6%,17.6%,64.3%,50.0%,69.2%,50.0%,23
2006 Doha QF,W vs Kuznetsova,27.5%,33.8%,49.1%,31.0%,39.7%,55.0%,38.5%,56.3%,100.0%,23.5%,23.5%,30.8%,40.0%,33.3%,-,90
2006 Dubai R32,W vs Mirza,25.3%,28.7%,40.3%,26.4%,32.1%,41.0%,36.0%,50.0%,40.0%,25.8%,25.8%,39.1%,18.8%,66.7%,50.0%,3
2006 Tokyo F,L vs Dementieva,9.1%,20.5%,31.4%,19.0%,42.9%,29.4%,53.3%,50.0%,50.0%,0.0%,0.0%,33.3%,20.0%,46.2%,33.3%,-119
2006 Australian Open QF,L vs Clijsters,23.5%,29.4%,43.1%,23.0%,31.1%,48.9%,23.3%,51.6%,80.0%,28.6%,31.4%,32.0%,21.4%,57.1%,42.9%,73
2002 Filderstadt R16,L vs Dementieva,10.9%,15.2%,33.3%,11.1%,14.8%,37.5%,36.4%,75.0%,100.0%,11.8%,17.6%,26.7%,30.0%,57.1%,-,2
2002 Hamburg SF,L vs Williams,9.0%,14.9%,30.5%,10.6%,17.0%,26.2%,35.7%,31.6%,25.0%,5.6%,11.1%,41.2%,60.0%,15.4%,25.0%,-61
2002 Indian Wells SF,W vs Seles,24.0%,32.0%,46.7%,32.0%,48.0%,58.8%,46.7%,40.0%,100.0%,23.5%,23.5%,30.8%,75.0%,30.8%,0.0%,-104
2002 Tokyo F,W vs Seles,25.7%,35.8%,56.6%,22.7%,36.4%,58.8%,55.6%,41.0%,66.7%,34.2%,39.5%,52.0%,35.3%,28.6%,0.0%,36
2002 Australian Open F,L vs Capriati,13.5%,21.2%,44.0%,12.2%,20.3%,49.2%,38.2%,65.0%,100.0%,20.8%,29.2%,26.3%,53.8%,36.4%,33.3%,73
2002 Australian Open SF,W vs Seles,26.7%,36.7%,48.4%,31.1%,44.3%,45.2%,58.6%,31.3%,50.0%,18.5%,22.2%,54.5%,54.5%,37.5%,0.0%,-21
2001 US Open SF,L vs Williams,12.0%,14.0%,38.1%,9.7%,9.7%,42.9%,33.3%,50.0%,50.0%,17.6%,23.5%,28.6%,55.6%,62.5%,-,23
2001 Roland Garros SF,L vs Capriati,11.1%,15.9%,43.4%,8.5%,12.8%,48.8%,27.3%,52.0%,83.3%,23.1%,30.8%,20.0%,14.3%,50.0%,100.0%,97
2001 Charleston F,L vs Capriati,8.6%,10.8%,40.2%,11.6%,14.5%,41.0%,23.7%,58.1%,66.7%,0.0%,0.0%,38.1%,40.0%,56.3%,33.3%,-119
Career (79 matches),,18.6%,26.3%,47.1%,20.0%,29.1%,50.3%,50.1%,46.1%,50.6%,18.0%,23.8%,39.9%,46.5%,49.8%,54.4%,15
