Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
25,Lindsay Davenport [USA],11,14,44.0%,5,2,3,40.0%,1995,2006,1,0.99,2.2%,6.6%,62.6%,64.9%,32.4%,52.7%,46.9%,55.6%,38.5%
21,Venus Williams [USA],11,10,52.4%,4,3,1,75.0%,1997,2006,1,0.91,0.0%,6.7%,57.3%,69.8%,40.6%,57.3%,38.8%,60.0%,50.0%
20,Arantxa Sanchez Vicario [ESP],18,2,90.0%,3,3,0,100.0%,1996,2002,0,,,,,,,,,,
20,Monica Seles [USA],15,5,75.0%,5,3,2,60.0%,1996,2002,0,,,,,,,,,,
16,Sandrine Testud [FRA],16,0,100.0%,6,5,1,83.3%,1995,2002,0,,,,,,,,,,
16,Mary Pierce [FRA],10,6,62.5%,4,2,2,50.0%,1994,2000,0,,,,,,,,,,
14,Amelie Mauresmo [FRA],7,7,50.0%,3,1,2,33.3%,1998,2006,3,0.82,1.3%,0.4%,77.0%,49.2%,43.4%,47.8%,42.9%,45.9%,38.2%
14,Conchita Martinez [ESP],11,3,78.6%,0,0,0,-,1995,2001,0,,,,,,,,,,
13,Serena Williams [USA],6,7,46.2%,3,1,2,33.3%,1998,2002,0,,,,,,,,,,
13,Anke Huber [GER],12,1,92.3%,2,2,0,100.0%,1995,2001,0,,,,,,,,,,
12,Amanda Coetzer [RSA],10,2,83.3%,2,0,2,0.0%,1996,2002,0,,,,,,,,,,
12,Anna Kournikova [RUS],11,1,91.7%,2,1,1,50.0%,1997,2000,0,,,,,,,,,,
12,Jana Novotna [CZE],9,3,75.0%,1,1,0,100.0%,1995,1999,0,,,,,,,,,,
11,Iva Majoli [CRO],9,2,81.8%,2,2,0,100.0%,1996,2001,0,,,,,,,,,,
11,Barbara Schett [AUT],11,0,100.0%,3,2,1,66.7%,1996,2001,0,,,,,,,,,,
