Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-0,-,0,,,,,,,,,,,,
2007,32,20,12,62.5%,47-27,63.5%,373-288,56.4%,2-2,50.0%,30,-,-,2.7%,3.7%,66.0%,62.9%,49.4%,58.3%,47.4%,52.8%,1.14,W (Tokyo)
2006,72,53,19,73.6%,115-46,71.4%,843-581,59.2%,6-3,66.7%,54,-,-,2.3%,3.5%,64.7%,61.8%,51.6%,58.2%,48.5%,53.3%,1.16,W (2x)
2005,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,0,,,,,,,,,,,,R32 (Pattaya)
2002,44,34,10,77.3%,71-25,74.0%,505-326,60.8%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2001,75,60,15,80.0%,125-37,77.2%,881-532,62.3%,7-2,77.8%,0,,,,,,,,,,,,W (3x)
2000,87,77,10,88.5%,155-30,83.8%,1054-564,65.1%,5-4,55.6%,0,,,,,,,,,,,,W (9x)
1999,84,71,13,84.5%,138-30,82.1%,941-523,64.3%,11-6,64.7%,0,,,,,,,,,,,,W (7x)
1998,80,67,13,83.8%,135-37,78.5%,940-560,62.7%,9-3,75.0%,0,,,,,,,,,,,,W (5x)
1997,80,75,5,93.8%,146-27,84.4%,971-505,65.8%,8-4,66.7%,0,,,,,,,,,,,,W (11x)
1996,69,52,17,75.4%,110-42,72.4%,786-495,61.4%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
1995,33,20,13,60.6%,42-35,54.5%,342-317,51.9%,5-2,71.4%,0,,,,,,,,,,,,F (Hamburg)
1994,8,5,3,62.5%,12-5,70.6%,83-51,61.9%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,667,534,133,80.1%,1098-347,76.0%,7745-4784,61.8%,58-30,65.9%,84,-,-,2.4%,3.6%,65.1%,62.2%,50.8%,58.2%,48.1%,53.1%,1.15,
