Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2015 Fed Cup RR,L vs Radwanska,61.7%,62.1%,10.6%,3/2,2.48,16.7%,58.3%,66.7%,11.1%,2.56,25.0%,80.0%,50.0%,10.0%,2.32,0.0%
2007 Tokyo F,W vs Ivanovic,77.3%,56.9%,8.0%,4/2,2.54,19.4%,77.3%,61.8%,6.8%,2.44,35.0%,92.3%,50.0%,11.5%,2.66,0.0%
2007 Australian Open R64,W vs Kudryavtseva,78.3%,66.0%,16.7%,8/2,2.50,4.8%,88.2%,70.0%,11.8%,2.28,7.7%,85.0%,58.8%,30.0%,2.85,0.0%
2007 Australian Open R128,W vs Dechy,83.0%,66.7%,2.1%,0/1,2.03,0.0%,87.1%,55.6%,0.0%,2.16,0.0%,85.7%,91.7%,7.1%,1.88,0.0%
2006 WTA Championships RR,W vs Petrova,72.2%,49.2%,4.4%,2/2,2.50,12.7%,71.2%,50.0%,1.7%,2.83,23.3%,95.8%,47.8%,12.5%,2.14,0.0%
2006 Montreal F,L vs Ivanovic,63.6%,35.7%,15.9%,4/3,2.71,0.0%,56.0%,42.9%,12.0%,2.61,0.0%,82.4%,28.6%,23.5%,2.87,0.0%
2006 Berlin R16,W vs Dementieva,90.4%,57.4%,5.8%,1/2,2.85,0.0%,90.3%,57.1%,3.2%,2.85,0.0%,100.0%,57.9%,10.5%,2.85,0.0%
2006 Doha QF,W vs Kuznetsova,81.4%,54.4%,7.1%,3/2,2.44,3.8%,74.4%,51.7%,7.7%,2.42,5.0%,93.3%,57.1%,6.7%,2.50,0.0%
2006 Dubai R32,W vs Mirza,88.2%,56.7%,16.2%,3/8,2.44,1.6%,92.5%,48.6%,17.5%,2.34,2.6%,92.0%,69.6%,16.0%,2.61,0.0%
2006 Tokyo F,L vs Dementieva,80.8%,40.5%,13.5%,4/3,2.47,2.9%,85.3%,37.9%,8.8%,2.48,5.9%,86.7%,46.2%,26.7%,2.46,0.0%
2006 Australian Open QF,L vs Clijsters,76.6%,50.0%,10.6%,5/5,2.23,4.2%,77.0%,44.7%,9.8%,2.15,6.4%,89.3%,60.0%,14.3%,2.40,0.0%
2002 Filderstadt R16,L vs Dementieva,80.0%,35.0%,4.0%,1/1,2.30,2.6%,91.2%,41.9%,2.9%,2.12,4.2%,100.0%,11.1%,11.1%,2.57,0.0%
2002 Hamburg SF,L vs Williams,69.8%,52.3%,11.1%,5/2,2.60,0.0%,75.0%,44.4%,13.9%,2.62,0.0%,85.0%,64.7%,10.0%,2.56,0.0%
2002 Indian Wells SF,W vs Seles,65.9%,55.6%,9.8%,1/3,2.57,6.9%,83.3%,53.3%,5.6%,2.17,12.5%,100.0%,58.3%,25.0%,3.05,0.0%
2002 Tokyo F,W vs Seles,62.0%,43.9%,14.1%,5/8,2.64,21.1%,64.5%,42.5%,8.1%,2.70,31.4%,68.0%,47.1%,32.0%,2.52,0.0%
2002 Australian Open F,L vs Capriati,84.9%,50.0%,4.7%,4/1,-,1.2%,86.4%,49.1%,3.0%,-,1.5%,94.3%,51.5%,8.6%,-,0.0%
2002 Australian Open SF,W vs Seles,76.6%,51.4%,8.5%,5/3,2.77,7.8%,71.7%,46.5%,5.0%,2.49,9.5%,96.7%,58.6%,16.7%,3.31,4.5%
2001 US Open SF,L vs Williams,50.0%,50.0%,11.4%,1/4,2.60,0.0%,41.7%,46.7%,2.8%,2.61,0.0%,87.5%,57.1%,50.0%,2.59,0.0%
2001 Roland Garros SF,L vs Capriati,78.9%,42.9%,0.0%,0/0,2.94,5.8%,83.3%,46.7%,0.0%,2.92,7.1%,92.9%,38.5%,0.0%,3.02,0.0%
2001 Charleston F,L vs Capriati,82.8%,59.7%,6.5%,2/4,2.84,0.0%,80.0%,63.6%,5.5%,2.77,0.0%,91.7%,54.5%,8.3%,3.05,0.0%
Career (79 matches),,76.8%,53.6%,8.4%,53.0%,2.49,14.0%,77.2%,51.8%,5.8%,2.44,16.9%,90.6%,56.5%,14.7%,2.60,7.4%
