Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 ITF Charleston R32,L vs Day,10.3%,10.3%,47.1%,11.1%,11.1%,46.9%,86.7%,42.9%,0.0%,9.5%,9.5%,47.4%,87.5%,15.4%,0.0%,-49
Career (1 matches),,10.3%,10.3%,47.1%,11.1%,11.1%,46.9%,86.7%,42.9%,0.0%,9.5%,9.5%,47.4%,87.5%,15.4%,0.0%,-49
