Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,4,4,50.0%,8-9,47.1%,71-79,47.3%,0-0,-,8,49.3%,45.5%,0.2%,3.3%,70.5%,51.8%,43.7%,49.4%,48.2%,48.8%,0.95,QF (W50 Buenos Aires +H)
2025,24,9,15,37.5%,23-33,41.1%,258-281,47.9%,4-6,40.0%,23,46.1%,51.0%,0.8%,2.1%,73.6%,49.8%,43.3%,48.1%,50.6%,49.3%,0.97,SF (W35 Southaven MS)
2024,59,33,26,55.9%,75-58,56.4%,626-555,53.0%,3-2,60.0%,1,22.2%,44.4%,3.7%,1.9%,68.5%,43.2%,23.5%,37.0%,47.1%,42.7%,0.75,F (2x)
2023,43,28,15,65.1%,62-39,61.4%,507-417,54.9%,7-5,58.3%,2,68.2%,52.4%,2.0%,3.3%,78.0%,60.7%,48.5%,58.0%,52.6%,55.3%,1.25,F (W40 Veracruz)
2022,40,26,14,65.0%,55-32,63.2%,437-314,58.2%,3-3,50.0%,0,,,,,,,,,,,,W (W15 Cancun)
2021,22,12,10,54.5%,28-22,56.0%,239-207,53.6%,1-2,33.3%,0,,,,,,,,,,,,QF (6x)
2020,9,4,5,44.4%,11-11,50.0%,98-110,47.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (4x)
2019,25,9,16,36.0%,24-32,42.9%,243-267,47.6%,2-3,40.0%,0,,,,,,,,,,,,SF (W15 Cancun)
2018,29,18,11,62.1%,39-29,57.4%,330-295,52.8%,4-4,50.0%,0,,,,,,,,,,,,W (Hua Hin $25K)
2017,46,27,19,58.7%,61-43,58.7%,498-445,52.8%,4-5,44.4%,1,14.3%,14.3%,0.0%,2.2%,64.4%,37.9%,31.3%,35.6%,31.7%,33.7%,0.49,F (2x)
2016,51,32,19,62.7%,66-46,58.9%,551-455,54.8%,4-6,40.0%,0,,,,,,,,,,,,W (2x)
2015,53,34,19,64.2%,72-47,60.5%,566-465,54.9%,5-1,83.3%,0,,,,,,,,,,,,W (San Luis Potosi 15K)
2014,41,28,13,68.3%,63-37,63.0%,499-389,56.2%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
2013,27,20,7,74.1%,40-18,69.0%,306-213,59.0%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2012,18,14,4,77.8%,28-10,73.7%,196-141,58.2%,3-0,100.0%,0,,,,,,,,,,,,F (3x)
Career,495,298,197,60.2%,655-466,58.4%,5425-4633,53.9%,45-44,50.6%,35,46.8%,49.1%,0.8%,2.4%,73.0%,50.5%,42.8%,48.5%,49.8%,49.1%,0.97,
