Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Las Palmas de Gran Canaria R16,L vs Hesse,27% (4/15),75% (3/4),0/4,38% (6/16),0% (0/6),1/2,0/0,0/3,0/0,0/1
2019 W25 Vitoria Gasteiz R16,W vs Martinez Regalado,78% (7/9),100% (7/7),2/3,38% (3/8),0% (0/3),4/5,0/1,0/0,0/1,0/0
2019 W25 Hengyang R32,W vs Kang,64% (9/14),67% (6/9),1/2,33% (5/15),40% (2/5),3/5,1/2,1/3,1/1,0/0
2019 W25 Nonthaburi R32,L vs Da Silva Fick,50% (8/16),63% (5/8),3/9,60% (9/15),0% (0/9),3/5,0/0,0/0,0/0,0/0
2019 W25 Osprey FL R32,L vs Siedliska,64% (9/14),89% (8/9),4/7,64% (9/14),11% (1/9),3/7,1/1,0/1,0/0,0/1
2019 W15 Cancun SF,L vs Villarreal,40% (4/10),75% (3/4),1/4,56% (5/9),0% (0/5),0/3,0/0,2/3,0/0,1/1
2019 W15 Cancun QF,W vs Westby,80% (8/10),88% (7/8),1/3,56% (5/9),40% (2/5),4/6,1/3,0/0,0/0,0/0
2019 W15 Cancun R16,W vs Osborne,80% (8/10),88% (7/8),2/4,56% (5/9),20% (1/5),3/6,1/3,0/0,0/1,0/0
2019 W15 Cancun R32,W vs Friant,88% (7/8),86% (6/7),1/1,57% (4/7),75% (3/4),5/5,1/1,0/0,0/0,0/0
2019 W25 Pelham AL R32,L vs Piter,43% (3/7),67% (2/3),1/6,88% (7/8),0% (0/7),0/2,0/0,1/2,0/0,1/2
2019 Monterrey R32,L vs Gasparyan,33% (2/6),50% (1/2),1/5,100% (7/7),0% (0/7),0/1,0/0,0/2,0/0,0/1
2019 W25 Singapore R32,L vs Tjandramulia,33% (3/9),33% (1/3),0/4,63% (5/8),20% (1/5),0/1,0/0,0/0,0/0,0/0
2019 W25 Hong Kong R32,L vs Chong,33% (3/9),67% (2/3),0/3,67% (6/9),17% (1/6),0/2,0/0,0/2,0/0,0/1
2018 Bogota R32,L vs Arruabarrena,40% (4/10),100% (4/4),3/6,70% (7/10),14% (1/7),2/4,0/0,0/0,0/0,0/0
2018 Monterrey R32,L vs Bogdan,50% (8/16),75% (6/8),2/6,56% (9/16),33% (3/9),2/5,0/0,1/1,0/0,1/1
2017 Mumbai R32,L vs Bogdan,29% (2/7),50% (1/2),1/5,100% (7/7),14% (1/7),0/1,0/0,0/1,0/0,0/0
2017 Waco TX $80K R32,L vs Day,71% (10/14),60% (6/10),3/9,93% (13/14),31% (4/13),2/5,0/0,0/0,0/0,0/0
2017 Toronto $60K R16,L vs Ponchet,38% (3/8),67% (2/3),1/4,75% (6/8),0% (0/6),0/2,0/0,0/2,0/0,0/1
2017 Toronto $60K R32,W vs Moore,88% (7/8),86% (6/7),0/2,50% (4/8),50% (2/4),3/4,0/0,0/0,0/0,0/0
2017 Saguenay $60K R32,L vs Zimmermann,47% (7/15),86% (6/7),3/8,56% (9/16),0% (0/9),3/6,0/1,2/3,0/0,2/2
2019 (13 matches),,54.7%,77.3%,30.9%,56.7%,14.5%,52.0%,45.5%,25.0%,33.3%,28.6%
2018 (2 matches),,46.2%,83.3%,41.7%,61.5%,25.0%,44.4%,-,100.0%,-,100.0%
2017 (40 matches),,56.4%,85.5%,43.4%,54.3%,18.8%,60.7%,59.5%,48.6%,76.9%,60.0%
2016 (31 matches),,55.6%,83.8%,36.8%,53.9%,19.9%,62.5%,73.1%,44.4%,71.4%,27.3%
2015 (16 matches),,59.9%,77.7%,49.2%,47.9%,22.5%,72.9%,76.5%,66.7%,62.5%,50.0%
Career (120 matches),,57.0%,83.7%,41.4%,52.9%,19.5%,62.6%,65.2%,44.9%,71.7%,42.1%
