Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 ITF Charleston R32,L vs Day,82.4%,41.1%,1.5%,0/1,2.36,2.0%,80.4%,51.4%,2.2%,2.31,3.1%,100.0%,21.1%,0.0%,2.43,0.0%
Career (1 matches),,82.4%,41.1%,1.5%,0.0%,2.36,2.0%,80.4%,51.4%,2.2%,2.31,3.1%,100.0%,21.1%,0.0%,2.43,0.0%
