Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,30,17,13,56.7%,38-28,57.6%,335-283,54.2%,0-1,0.0%,0,,,,,,,,,,,
Clay,552,425,127,77.0%,877-326,72.9%,6527-4289,60.3%,19-14,57.6%,0,,,,,,,,,,,
Grass,54,31,23,57.4%,62-57,52.1%,545-542,50.1%,5-2,71.4%,0,,,,,,,,,,,
Carpet,58,36,22,62.1%,76-52,59.4%,630-536,54.0%,1-1,50.0%,0,,,,,,,,,,,
Grand Slams,67,42,25,62.7%,85-63,57.4%,721-651,52.6%,5-0,100.0%,0,,,,,,,,,,,
Finals,110,72,38,65.5%,150-93,61.7%,1246-1023,54.9%,3-4,42.9%,0,,,,,,,,,,,
Semi-finals,134,88,46,65.7%,183-116,61.2%,1547-1262,55.1%,7-4,63.6%,0,,,,,,,,,,,
Quarter-finals,157,120,37,76.4%,252-94,72.8%,1878-1221,60.6%,4-5,44.4%,0,,,,,,,,,,,
vs Righties,359,223,136,62.1%,484-337,59.0%,4110-3525,53.8%,10-10,50.0%,0,,,,,,,,,,,
vs Lefties,35,21,14,60.0%,45-34,57.0%,383-315,54.9%,1-3,25.0%,0,,,,,,,,,,,
