Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1980,,,26,1820,,,15,1802,,,,,,
1978,,,19,1818,,,9,1799,,,,,,
1977,,,22,1816,,,15,1788,31,1683,,,,
1976,,,28,1789,,,9,1813,29,1671,,,,
1975,,,13,1887,,,9,1838,11,1794,,,,
1974,,,16,1866,,,14,1825,17,1761,,,,
1973,,,12,1962,,,9,1922,17,1784,,,,
1972,,,12,1910,18,1716,10,1886,32,1657,,,,
1971,,,12,1920,14,1728,13,1886,33,1669,,,,
1970,,,8,2021,,,8,1973,27,1708,,,,
1969,,,16,1880,21,1677,13,1852,,,,,,
1968,,,12,1906,21,1661,11,1878,39,1586,,,,
1967,,,19,1791,24,1592,18,1757,,,,,,
1966,,,14,1868,,,11,1836,48,1542,,,,
1965,,,51,1620,,,49,1593,71,1423,,,,
1964,,,64,1543,,,56,1488,67,1432,,,,
1963,,,68,1507,,,59,1478,78,1380,,,,
1962,,,82,1463,,,75,1432,,,,,,
