Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Iasi F,W vs Teichmann,20.4%,27.8%,61.0%,23.3%,36.7%,65.2%,64.7%,38.5%,0.0%,18.2%,18.2%,55.6%,100.0%,14.3%,0.0%,-3
2024 Olympics R64,L vs Swiatek,22.7%,28.8%,36.2%,23.4%,31.9%,41.7%,31.8%,64.0%,60.0%,26.7%,26.7%,18.2%,75.0%,57.1%,100.0%,123
2023 Roland Garros R32,L vs Muchova,10.9%,20.3%,43.6%,4.7%,14.0%,41.5%,40.0%,69.6%,75.0%,26.3%,36.8%,50.0%,88.9%,40.0%,50.0%,11
2023 Roland Garros R64,W vs Errani,12.2%,24.4%,65.5%,17.4%,39.1%,73.7%,37.5%,53.3%,-,9.1%,9.1%,50.0%,100.0%,100.0%,-,-55
2023 Roland Garros R128,W vs Bondar,12.9%,25.8%,60.0%,14.3%,33.3%,66.7%,54.2%,72.2%,100.0%,12.5%,12.5%,42.9%,100.0%,25.0%,20.0%,-4
2023 Adelaide SF,L vs Sabalenka,27.1%,33.3%,39.4%,33.3%,37.0%,44.4%,36.4%,62.5%,66.7%,21.1%,31.6%,33.3%,88.9%,70.0%,100.0%,11
2022 Palermo F,W vs Bronzetti,20.0%,26.0%,61.1%,26.5%,35.3%,56.0%,57.1%,50.0%,50.0%,8.3%,8.3%,72.7%,83.3%,16.7%,-,-47
2022 Miami R64,W vs Sabalenka,34.2%,39.7%,50.0%,42.2%,51.1%,61.5%,65.0%,48.0%,66.7%,23.1%,23.1%,35.0%,92.3%,15.4%,50.0%,-18
2021 Cleveland F,L vs Kontaveit,27.5%,42.5%,50.9%,33.3%,50.0%,47.2%,52.2%,48.4%,-,19.0%,33.3%,58.8%,62.5%,38.5%,100.0%,58
2021 Wimbledon R32,L vs Swiatek,23.9%,30.4%,21.4%,25.0%,35.7%,23.8%,57.1%,50.0%,33.3%,36.4%,36.4%,14.3%,66.7%,40.0%,0.0%,137
2021 Phillip Island Trophy QF,L vs Andreescu,21.5%,28.0%,45.7%,17.1%,27.1%,48.3%,40.0%,45.0%,42.9%,32.4%,32.4%,39.1%,56.3%,11.1%,0.0%,-6
2020 Roland Garros R64,L vs Halep,10.3%,16.2%,45.0%,8.9%,15.6%,46.3%,48.0%,55.0%,80.0%,13.6%,18.2%,42.1%,66.7%,38.5%,50.0%,-51
2020 Prague SF,L vs Halep,15.2%,21.2%,37.0%,11.9%,19.0%,37.8%,38.1%,61.9%,75.0%,22.7%,27.3%,35.3%,62.5%,78.6%,100.0%,-3
2020 Indian Wells 125K F,W vs Doi,17.9%,23.2%,52.5%,29.4%,35.3%,50.0%,61.1%,37.5%,50.0%,0.0%,6.3%,56.3%,85.7%,11.1%,0.0%,-119
2020 Australian Open R128,L vs Bertens,8.9%,15.6%,50.0%,10.3%,17.2%,53.8%,57.1%,46.7%,50.0%,9.1%,18.2%,40.0%,50.0%,20.0%,0.0%,-47
2019 US Open Q1,L vs Ozgen,14.8%,32.8%,65.2%,20.0%,42.9%,67.9%,40.0%,65.0%,0.0%,10.0%,25.0%,61.1%,88.9%,72.7%,0.0%,-30
2019 Roland Garros R32,L vs Anisimova,27.8%,33.3%,43.3%,30.2%,35.8%,43.2%,19.0%,59.4%,50.0%,28.1%,34.4%,43.5%,40.0%,58.8%,100.0%,59
2019 Miami R128,L vs Andreescu,16.2%,20.2%,44.9%,16.4%,19.4%,42.9%,34.5%,42.1%,66.7%,18.5%,25.9%,50.0%,42.9%,30.8%,100.0%,61
2019 Indian Wells R128,L vs Andreescu,17.7%,26.0%,44.6%,17.2%,29.3%,56.3%,48.1%,35.5%,40.0%,21.2%,24.2%,23.1%,35.7%,21.1%,33.3%,55
2019 Australian Open R64,L vs Kvitova,25.0%,29.5%,31.0%,32.0%,36.0%,29.4%,45.5%,35.7%,0.0%,20.0%,26.7%,33.3%,66.7%,50.0%,100.0%,63
Last 52 Weeks (1 matches),,20.4%,27.8%,61.0%,23.3%,36.7%,65.2%,64.7%,38.5%,0.0%,18.2%,18.2%,55.6%,100.0%,14.3%,0.0%,-3
Career (39 matches),,21.0%,27.8%,46.9%,23.7%,32.1%,49.0%,45.9%,51.8%,53.1%,20.0%,24.9%,43.0%,62.2%,34.7%,40.8%,71
