Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,2,6,25.0%,8-14,36.4%,85-118,41.9%,2-0,100.0%,8,57.6%,25.5%,2.4%,4.7%,64.0%,57.8%,46.9%,53.9%,39.6%,46.6%,0.86
Clay,14,8,6,57.1%,17-13,56.7%,145-124,53.9%,0-0,-,14,65.4%,41.2%,2.8%,5.1%,63.6%,60.9%,49.1%,56.6%,45.9%,51.2%,1.06
Grass,2,1,1,50.0%,3-3,50.0%,23-31,42.6%,1-0,100.0%,2,48.1%,34.6%,1.7%,4.0%,63.3%,58.0%,36.9%,50.3%,40.3%,45.5%,0.81
Grand Slams,4,1,3,25.0%,4-6,40.0%,38-50,43.2%,1-0,100.0%,4,47.8%,34.1%,2.8%,4.5%,62.5%,57.2%,37.0%,49.7%,40.7%,45.3%,0.81
Premiers,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,50.0%,22.2%,2.6%,6.4%,59.0%,52.2%,46.9%,50.0%,40.3%,45.7%,0.81
Internationals,10,8,2,80.0%,16-6,72.7%,115-80,59.0%,0-0,-,10,70.8%,47.5%,2.7%,4.0%,63.3%,62.5%,53.7%,59.3%,48.5%,53.7%,1.19
Finals,1,1,0,100.0%,2-0,100.0%,13-5,72.2%,0-0,-,1,88.9%,55.6%,7.4%,3.7%,55.6%,73.3%,58.3%,66.7%,53.6%,60.0%,1.61
Semi-finals,2,1,1,50.0%,2-2,50.0%,14-20,41.2%,0-0,-,2,58.8%,23.5%,1.7%,3.3%,67.5%,55.6%,46.2%,52.5%,39.8%,46.4%,0.84
Quarter-finals,2,2,0,100.0%,4-1,80.0%,28-20,58.3%,0-0,-,2,56.5%,60.0%,1.9%,5.2%,67.5%,60.6%,44.0%,55.2%,52.1%,53.6%,1.16
vs Righties,17,6,11,35.3%,17-23,42.5%,167-196,46.0%,3-0,100.0%,17,59.1%,31.3%,2.7%,4.5%,63.7%,58.7%,45.9%,54.1%,41.8%,47.8%,0.91
vs Lefties,5,3,2,60.0%,7-5,58.3%,57-53,51.8%,0-0,-,5,69.1%,34.5%,2.9%,5.3%,62.8%,62.3%,50.7%,58.0%,43.6%,51.1%,1.04
vs Top 10,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,50.0%,20.0%,3.0%,6.1%,69.7%,54.3%,35.0%,48.5%,36.7%,42.9%,0.71
