Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Iasi F,W vs Teichmann,67% (6/9),83% (5/6),1/1,33% (3/9),67% (2/3),5/5,2/2,1/1,1/1,0/0
2024 Paris Olympics R64,L vs Swiatek,20% (2/10),100% (2/2),1/3,60% (6/10),17% (1/6),2/2,0/1,0/2,0/0,0/1
2024 Wimbledon R128,L vs Zhu,13% (1/8),100% (1/1),0/5,75% (6/8),17% (1/6),1/1,0/0,2/2,0/0,2/2
2023 US Open R128,L vs Korpatsch,22% (2/9),50% (1/2),0/4,88% (7/8),43% (3/7),1/1,0/0,3/3,0/0,1/1
2023 Wimbledon R64,L vs Blinkova,64% (7/11),43% (3/7),2/4,70% (7/10),29% (2/7),1/3,0/0,1/2,0/0,0/0
2023 Wimbledon R128,W vs Marino,54% (7/13),71% (5/7),1/2,42% (5/12),60% (3/5),4/4,1/1,1/1,0/0,0/0
2023 Roland Garros R32,L vs Muchova,11% (1/9),100% (1/1),1/4,75% (6/8),33% (2/6),0/1,0/0,0/0,0/0,0/0
2023 Roland Garros R64,W vs Errani,88% (7/8),100% (7/7),1/2,29% (2/7),0% (0/2),4/5,0/0,0/0,0/0,0/0
2023 Roland Garros R128,W vs Bondar,67% (6/9),83% (5/6),2/2,56% (5/9),60% (3/5),4/5,2/2,0/0,1/1,0/0
2023 Adelaide 1 SF,L vs Sabalenka,11% (1/9),0% (0/1),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2022 US Open R64,L vs Yuan,36% (4/11),75% (3/4),2/4,40% (4/10),0% (0/4),1/2,0/0,1/1,0/0,0/0
2022 US Open R128,W vs Mertens,46% (6/13),83% (5/6),0/3,31% (4/13),25% (1/4),4/4,1/1,1/1,1/1,0/0
2022 Palermo F,W vs Bronzetti,75% (6/8),100% (6/6),1/2,25% (2/8),0% (0/2),4/6,2/2,0/0,1/1,0/0
2022 Wimbledon R32,L vs Ostapenko,42% (5/12),60% (3/5),0/5,55% (6/11),0% (0/6),1/2,0/0,0/1,0/0,0/0
2022 Wimbledon R64,W vs Cocciaretto,50% (5/10),60% (3/5),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2022 Wimbledon R128,W vs Gorgodze,67% (6/9),67% (4/6),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2022 Miami R64,W vs Sabalenka,30% (3/10),67% (2/3),0/0,30% (3/10),100% (3/3),2/2,2/2,0/0,1/1,0/0
2021 US Open R128,L vs Petkovic,60% (6/10),67% (4/6),1/5,60% (6/10),0% (0/6),1/4,0/0,2/3,0/0,2/2
2021 Cleveland F,L vs Kontaveit,9% (1/11),100% (1/1),0/2,18% (2/11),0% (0/2),1/1,0/0,4/4,0/0,1/1
2021 Wimbledon R32,L vs Swiatek,14% (1/7),0% (0/1),0/5,83% (5/6),0% (0/5),0/0,0/0,1/1,0/0,0/0
2025 (1 matches),,66.7%,83.3%,100.0%,33.3%,66.7%,100.0%,100.0%,100.0%,100.0%,-
2024 (2 matches),,16.7%,100.0%,12.5%,66.7%,16.7%,100.0%,0.0%,50.0%,-,66.7%
2023 (7 matches),,45.6%,71.0%,33.3%,58.1%,38.9%,73.7%,100.0%,85.7%,100.0%,100.0%
2022 (7 matches),,47.9%,74.3%,26.7%,30.0%,23.8%,81.8%,100.0%,66.7%,100.0%,-
2021 (8 matches),,43.3%,71.8%,26.5%,45.6%,9.8%,60.7%,55.6%,88.2%,50.0%,100.0%
Career (310 matches),,45.6%,77.1%,32.4%,47.4%,23.4%,67.3%,69.4%,59.0%,70.8%,57.5%
