Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Iasi F,W vs Teichmann,0.0%,-,9.1%,80.0%,8.8%,20.0%,10.0%,6.6%,15.8%,0.0%,-,-22,-15
2024 Olympics R64,L vs Swiatek,0.0%,-,7.2%,33.3%,8.5%,7.4%,100.0%,4.9%,17.4%,1.4%,33.3%,-83,-56
2023 Roland Garros R32,L vs Muchova,0.0%,-,6.7%,37.5%,12.6%,20.5%,0.0%,3.9%,14.3%,0.4%,0.0%,-86,-92
2023 Roland Garros R64,W vs Errani,0.0%,-,10.1%,88.9%,13.0%,13.3%,13.3%,10.8%,25.0%,0.9%,50.0%,-18,5
2023 Roland Garros R128,W vs Bondar,0.0%,-,8.5%,72.7%,15.7%,17.0%,25.0%,4.5%,30.8%,0.3%,0.0%,-51,-51
2023 Adelaide SF,L vs Sabalenka,0.0%,-,2.9%,100.0%,13.5%,22.2%,0.0%,9.1%,20.0%,0.0%,-,22,1
2022 Palermo F,W vs Bronzetti,0.0%,-,16.2%,70.6%,9.5%,15.7%,0.0%,6.4%,37.5%,1.7%,16.7%,-96,-70
2022 Miami R64,W vs Sabalenka,0.0%,-,3.8%,40.0%,8.3%,11.1%,0.0%,13.1%,37.5%,0.6%,0.0%,-150,-67
2021 Cleveland F,L vs Kontaveit,0.0%,-,4.4%,85.7%,10.6%,25.0%,0.0%,19.7%,36.0%,1.5%,50.0%,3,26
2021 Wimbledon R32,L vs Swiatek,0.0%,-,6.0%,60.0%,7.0%,0.0%,0.0%,4.0%,0.0%,1.9%,50.0%,64,89
2021 Phillip Island Trophy QF,L vs Andreescu,0.0%,-,4.3%,55.6%,9.4%,26.7%,20.0%,8.4%,16.1%,0.6%,50.0%,19,17
2020 Roland Garros R64,L vs Halep,1.5%,100.0%,16.2%,63.2%,10.3%,23.4%,0.0%,6.7%,23.1%,3.7%,18.2%,9,-19
2020 Prague SF,L vs Halep,1.5%,100.0%,7.1%,55.6%,12.4%,25.0%,0.0%,8.3%,21.4%,3.2%,14.3%,47,19
2020 Indian Wells 125K F,W vs Doi,0.0%,-,6.8%,75.0%,11.7%,19.2%,8.3%,3.8%,0.0%,0.0%,-,-71,-46
2020 Australian Open R128,L vs Bertens,0.0%,-,15.4%,62.5%,4.6%,4.0%,50.0%,8.3%,42.9%,1.6%,25.0%,-46,-45
2019 US Open Q1,L vs Ozgen,0.0%,-,8.3%,55.6%,22.1%,24.0%,20.0%,13.5%,33.3%,0.0%,-,80,71
2019 Roland Garros R32,L vs Anisimova,0.0%,-,5.7%,77.8%,12.7%,29.6%,0.0%,9.1%,18.8%,0.5%,100.0%,14,42
2019 Miami R128,L vs Andreescu,0.0%,-,5.8%,72.7%,8.9%,20.0%,0.0%,8.4%,20.0%,0.6%,0.0%,-29,-27
2019 Indian Wells R128,L vs Andreescu,0.0%,-,5.9%,54.5%,9.7%,22.5%,0.0%,9.6%,23.1%,1.9%,42.9%,21,4
2019 Australian Open R64,L vs Kvitova,0.0%,-,7.9%,75.0%,11.6%,42.9%,0.0%,3.0%,0.0%,0.9%,0.0%,-37,-4
Last 52 Weeks (1 matches),,0.0%,-,9.1%,80.0%,8.8%,20.0%,10.0%,6.6%,15.8%,0.0%,-,-22,-15
Career (39 matches),,0.1%,100.0%,7.1%,65.8%,10.8%,17.8%,8.6%,8.2%,20.4%,1.1%,32.4%,-2,7
