Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,27,16,11,59.3%,5,4,1,80.0%,2000,2011,R32,8,0.99,2.9%,9.6%,52.1%,59.2%,45.5%,52.7%,46.8%,49.4%,50.0%
Roland Garros,10,Clay,29,19,10,65.5%,5,4,1,80.0%,2000,2011,R16,15,1.14,1.4%,5.7%,55.8%,65.9%,44.6%,56.5%,49.5%,60.8%,50.4%
Wimbledon,7,Grass,15,8,7,53.3%,3,3,0,100.0%,2001,2011,R64,4,0.72,1.7%,4.0%,56.4%,63.7%,40.9%,53.8%,33.2%,55.0%,26.7%
US Open,11,Hard,19,7,12,36.8%,5,3,2,60.0%,2000,2011,R128,6,0.85,2.8%,10.8%,51.2%,59.6%,41.8%,50.9%,41.6%,52.3%,43.8%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2008,2008,R32,0,,,,,,,,,,
Fed Cup,4,,11,5,6,45.5%,3,1,2,33.3%,2005,2009,,0,,,,,,,,,,
Bogota,8,Clay,22,15,7,68.2%,3,1,2,33.3%,2000,2009,W,3,1.43,4.6%,8.6%,52.9%,67.4%,59.8%,63.8%,51.9%,73.3%,53.3%
Palermo,7,Clay,16,9,7,56.3%,1,1,0,100.0%,2000,2010,QF,7,1.10,0.9%,7.4%,56.8%,66.7%,42.7%,56.3%,48.3%,53.1%,50.0%
Estoril,6,Clay,14,7,7,50.0%,3,2,1,66.7%,2000,2007,SF,4,1.19,0.4%,5.1%,58.5%,60.6%,52.6%,57.3%,51.0%,65.5%,50.0%
Acapulco,6,Clay,12,6,6,50.0%,2,1,1,50.0%,2001,2009,SF,1,0.89,1.9%,2.8%,57.9%,69.4%,33.3%,54.2%,40.7%,66.7%,44.4%
Miami,6,Hard,10,4,6,40.0%,2,0,2,0.0%,2000,2011,R32,6,0.98,0.9%,6.1%,54.7%,60.2%,42.6%,52.2%,46.9%,47.3%,57.4%
Indian Wells,5,Hard,15,10,5,66.7%,6,6,0,100.0%,2002,2011,R16,10,1.03,1.8%,8.7%,53.9%,62.6%,42.0%,53.1%,48.2%,55.2%,54.4%
