Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Gojo,100.9,107.9,6.6,111.8,101.0,120,93,88.2,4.0,,86.0,97,80
2022 Wimbledon R128,L vs De Minaur,108.6,114.3,6.7,118.1,110.0,127,98,94.7,5.0,93.3,103.0,106,87
2019 US Open R64,L vs Medvedev,95.2,98.2,10.0,104.7,93.8,123,79,84.4,6.1,87.7,85.5,93,70
2019 US Open R128,W vs Kwon,98.7,106.5,10.8,112.0,101.5,128,81,85.4,3.6,85.3,,93,78
2019 Roland Garros R64,L vs Tsitsipas,101.2,104.0,8.1,,,120,88,91.1,3.7,,,98,83
Career (5 matches),,100.3,105.1,8.8,110.9,100.0,128,79,88.2,4.4,87.9,90.0,106,70
