Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Gojo,50% (7/14),- (0/0),0/0,0/0,58% (7/12),0/3,0/1,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Giron,62% (13/21),14% (1/7),0/0,0/0,73% (8/11),2/5,1/2,50% (2/4),0% (0/5)
2023 Roland Garros R128,L vs Jarry,42% (10/24),0% (0/6),0/0,0/0,73% (11/15),1/4,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs De Minaur,39% (7/18),100% (2/2),0/0,0/0,30% (3/10),1/4,0/1,- (0/0),- (0/0)
2022 Madrid R64,L vs Hurkacz,73% (11/15),75% (3/4),1/5,0/0,63% (10/16),3/5,3/4,83% (10/12),25% (3/12)
2022 Monte Carlo R64,L vs Hurkacz,67% (8/12),25% (1/4),0/0,0/0,67% (6/9),1/3,1/2,- (0/0),- (0/0)
2021 Tokyo Olympics R64,L vs Djokovic,50% (4/8),- (0/0),0/0,0/0,60% (6/10),2/4,1/2,- (0/0),- (0/0)
2021 Australian Open R128,L vs Koepfer,56% (10/18),50% (1/2),0/0,0/0,55% (6/11),0/3,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Berankis,47% (9/19),0% (0/6),0/0,0/0,64% (7/11),1/4,0/1,- (0/0),- (0/0)
2020 US Open R128,L vs Fucsovics,86% (6/7),20% (1/5),0/0,0/0,40% (4/10),1/4,0/1,- (0/0),- (0/0)
2020 Santiago R16,W vs Barrios Vera,60% (9/15),25% (3/12),2/2,1/1,50% (2/4),2/2,0/0,50% (2/4),100% (5/5)
2020 Australian Open R128,L vs Nadal,25% (3/12),40% (2/5),0/0,0/0,56% (10/18),2/5,1/2,- (0/0),- (0/0)
2019 US Open R64,L vs Medvedev,60% (12/20),43% (6/14),1/1,0/0,65% (17/26),6/9,0/1,- (0/0),- (0/0)
2019 Kitzbuhel Q1,W vs Krstin,80% (8/10),100% (5/5),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 Bastad R16,L vs Londero,62% (13/21),11% (1/9),1/4,0/0,84% (16/19),0/2,0/1,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Millman,69% (9/13),0% (0/6),0/0,0/0,33% (2/6),1/4,1/2,- (0/0),- (0/0)
2019 Milan CH F,W vs Petrovic,69% (9/13),36% (4/11),2/2,1/1,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2019 Milan CH QF,W vs Robredo,62% (8/13),33% (4/12),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Milan CH R16,W vs Olivo,67% (8/12),57% (8/14),2/3,1/1,33% (3/9),0/1,0/0,40% (2/5),33% (2/6)
2019 Milan CH R32,W vs Bonadio,70% (7/10),33% (5/15),2/3,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2023 (3 matches),,50.8%,7.7%,-,-,68.4%,25.0%,25.0%,50.0%,0.0%
2022 (3 matches),,57.8%,60.0%,20.0%,-,54.3%,41.7%,57.1%,83.3%,25.0%
2021 (2 matches),,53.8%,50.0%,-,-,57.1%,28.6%,33.3%,-,-
2020 (4 matches),,50.9%,21.4%,100.0%,100.0%,53.5%,40.0%,25.0%,50.0%,100.0%
2019 (41 matches),,63.1%,40.7%,66.3%,67.6%,59.9%,52.7%,52.9%,69.0%,39.0%
Career (219 matches),,60.5%,45.0%,58.1%,60.0%,57.6%,50.2%,48.4%,66.9%,44.7%
