Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros R128,L vs Jarry,53.5%,45.7%,4.7%,2/2,-,3.7%,47.2%,44.0%,5.7%,-,5.3%,67.7%,47.6%,3.2%,-,0.0%
2022 Madrid R64,L vs Hurkacz,70.0%,47.1%,5.0%,0/5,2.34,2.9%,61.3%,42.1%,1.6%,2.32,1.3%,86.5%,53.1%,10.8%,2.39,7.4%
2022 Monte Carlo R64,L vs Hurkacz,61.2%,48.8%,6.0%,1/3,2.28,3.3%,47.6%,50.0%,7.1%,2.37,4.3%,84.0%,47.6%,4.0%,1.96,0.0%
2021 Tokyo Olympics R64,L vs Djokovic,41.7%,26.7%,5.6%,1/1,2.23,4.3%,45.5%,40.0%,4.5%,2.29,5.3%,35.7%,0.0%,7.1%,2.00,0.0%
2020 Santiago R16,W vs Barrios Vera,71.6%,60.3%,3.7%,1/2,2.32,2.2%,66.7%,60.0%,4.4%,2.29,3.2%,84.8%,60.7%,3.0%,2.39,0.0%
2019 US Open R64,L vs Medvedev,62.6%,50.0%,2.6%,2/1,2.29,2.5%,55.7%,41.2%,1.6%,2.24,3.4%,79.2%,57.9%,4.2%,2.43,0.0%
2019 Bastad R16,L vs Londero,79.0%,34.2%,13.0%,6/7,2.24,5.7%,81.0%,29.8%,8.6%,1.99,9.3%,86.5%,40.6%,21.6%,2.65,0.0%
2019 Milan CH F,W vs Petrovic,73.6%,52.8%,5.6%,0/4,2.56,3.2%,77.1%,48.6%,2.1%,2.54,2.2%,72.7%,62.5%,13.6%,2.59,5.9%
2019 Roland Garros R64,L vs Tsitsipas,76.7%,42.4%,0.0%,0/0,2.32,4.3%,75.3%,39.7%,0.0%,2.29,4.1%,82.9%,47.1%,0.0%,2.42,5.0%
2019 Sao Paulo QF,L vs Ruud,65.0%,38.5%,2.5%,0/1,2.28,6.5%,66.7%,33.3%,3.7%,2.13,11.1%,66.7%,50.0%,0.0%,2.46,0.0%
2019 Rio de Janeiro QF,L vs Bedene,50.5%,48.1%,4.9%,1/4,2.03,1.8%,55.0%,40.9%,10.0%,2.13,2.5%,78.9%,53.3%,2.6%,1.79,0.0%
2019 Rio de Janeiro R16,W vs Carballes Baena,74.0%,55.8%,2.9%,2/1,2.19,5.7%,81.7%,51.7%,2.8%,2.28,8.1%,73.1%,68.4%,3.8%,1.97,0.0%
2018 Vicenza CH SF,W vs Moroni,83.9%,42.3%,3.2%,0/2,2.34,4.7%,87.8%,41.9%,4.1%,2.27,5.6%,75.0%,44.4%,0.0%,2.71,0.0%
2015 Corrientes CH R16,L vs Schwartzman,71.9%,41.5%,5.3%,2/1,2.38,2.5%,78.8%,34.6%,3.0%,2.40,3.8%,93.8%,53.3%,12.5%,2.32,0.0%
Career (14 matches),,67.7%,46.5%,4.5%,34.6%,2.29,3.7%,67.7%,42.9%,3.9%,2.27,4.5%,78.6%,51.9%,6.4%,2.35,1.6%
