Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,5,17,22.7%,17-48,26.2%,243-356,40.6%,4-1,80.0%,14,56.5%,16.5%,2.4%,3.2%,69.5%,58.7%,42.8%,53.8%,33.5%,44.2%,0.72
Clay,85,34,51,40.0%,98-120,45.0%,979-1074,47.7%,9-12,42.9%,78,71.3%,22.5%,2.6%,2.1%,72.7%,63.5%,48.8%,59.5%,38.0%,48.8%,0.94
Grass,4,0,4,0.0%,1-12,7.7%,48-79,37.8%,0-2,0.0%,4,71.0%,6.3%,3.8%,3.8%,66.6%,64.8%,48.1%,59.2%,27.2%,43.6%,0.67
Grand Slams,19,3,16,15.8%,15-49,23.4%,243-354,40.7%,1-4,20.0%,19,65.4%,16.5%,2.4%,2.6%,71.0%,61.6%,45.0%,56.7%,33.8%,45.7%,0.78
Masters,11,3,8,27.3%,7-19,26.9%,114-147,43.7%,2-1,66.7%,11,68.7%,17.3%,2.6%,2.0%,72.6%,62.4%,50.0%,59.0%,35.0%,47.6%,0.85
Other Tours,59,20,39,33.9%,55-82,40.1%,589-695,45.9%,5-9,35.7%,58,70.2%,22.3%,2.6%,2.3%,72.2%,63.4%,48.3%,59.2%,38.0%,48.4%,0.93
Best of 5,31,9,22,29.0%,38-73,34.2%,453-583,43.7%,6-5,54.5%,20,64.8%,16.7%,2.3%,2.6%,71.4%,61.1%,45.3%,56.6%,34.1%,45.8%,0.79
Best of 3,80,30,50,37.5%,78-107,42.2%,817-926,46.9%,7-10,41.2%,76,70.5%,22.1%,2.8%,2.3%,72.0%,63.5%,48.6%,59.3%,37.7%,48.5%,0.93
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,60.0%,20.0%,0.0%,0.0%,72.6%,62.2%,41.2%,56.5%,38.3%,47.5%,0.88
Quarter-finals,6,1,5,16.7%,6-11,35.3%,73-88,45.3%,0-2,0.0%,6,69.6%,22.5%,1.4%,2.3%,72.2%,62.0%,48.6%,58.3%,38.2%,48.2%,0.92
vs Righties,87,26,61,29.9%,82-152,35.0%,981-1240,44.2%,12-13,48.0%,75,68.2%,18.6%,2.5%,2.5%,71.6%,62.2%,47.6%,58.1%,35.9%,47.2%,0.86
vs Lefties,18,7,11,38.9%,20-27,42.6%,200-220,47.6%,0-2,0.0%,18,70.7%,25.7%,3.1%,1.9%,73.1%,64.5%,46.6%,59.7%,38.6%,49.3%,0.96
vs Top 10,8,0,8,0.0%,3-19,13.6%,77-131,37.0%,0-0,-,7,56.8%,18.6%,1.5%,1.9%,73.9%,57.5%,42.7%,53.7%,35.1%,45.0%,0.76
