Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,0,3,0.0%,1-7,12.5%,31-50,38.3%,1-1,50.0%,3,64.1%,12.5%,3.3%,4.7%,61.1%,64.9%,43.0%,56.4%,32.0%,44.7%,0.73
Clay,8,3,5,37.5%,9-12,42.9%,93-109,46.0%,1-2,33.3%,8,73.3%,17.8%,2.4%,1.2%,74.0%,62.0%,54.1%,60.0%,35.5%,47.9%,0.89
Grass,1,0,1,0.0%,1-3,25.0%,16-23,41.0%,0-1,0.0%,1,78.9%,5.3%,5.3%,1.8%,68.4%,65.4%,52.8%,61.4%,22.5%,43.1%,0.58
Grand Slams,3,0,3,0.0%,4-9,30.8%,52-73,41.6%,1-2,33.3%,3,66.7%,17.7%,2.9%,2.6%,69.5%,62.1%,42.5%,56.1%,34.6%,45.7%,0.79
Masters,4,1,3,25.0%,2-7,22.2%,39-51,43.3%,0-1,0.0%,4,75.6%,11.4%,2.9%,2.2%,64.3%,66.9%,54.6%,62.5%,30.5%,46.8%,0.81
Other Tours,5,2,3,40.0%,5-6,45.5%,49-58,45.8%,1-1,50.0%,5,74.1%,14.8%,3.0%,1.7%,74.9%,61.6%,56.0%,60.2%,33.9%,47.3%,0.85
Best of 5,3,0,3,0.0%,4-9,30.8%,52-73,41.6%,1-2,33.3%,3,66.7%,17.7%,2.9%,2.6%,69.5%,62.1%,42.5%,56.1%,34.6%,45.7%,0.79
Best of 3,9,3,6,33.3%,7-13,35.0%,88-109,44.7%,1-2,33.3%,9,74.7%,13.3%,3.0%,1.9%,70.3%,63.7%,55.3%,61.2%,32.5%,47.1%,0.84
vs Righties,12,3,9,25.0%,11-22,33.3%,140-182,43.5%,2-4,33.3%,12,71.7%,15.0%,2.9%,2.2%,70.0%,63.0%,50.2%,59.2%,33.3%,46.5%,0.82
vs Top 10,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,70.0%,10.0%,1.8%,0.0%,66.7%,63.2%,57.9%,61.4%,32.3%,46.2%,0.84
