Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-2,50.0%,18-18,50.0%,0-1,0.0%,2,83.3%,17.6%,3.4%,1.7%,75.9%,64.8%,60.7%,63.8%,33.0%,48.9%,0.91,R16 (Buenos Aires)
2025,11,2,9,18.2%,9-21,30.0%,128-171,42.8%,2-4,33.3%,11,70.5%,15.2%,2.8%,2.2%,69.7%,63.0%,48.7%,58.6%,33.4%,46.3%,0.81,R16 (Marrakech)
2024,6,2,4,33.3%,6-9,40.0%,60-72,45.5%,0-0,-,6,67.2%,25.0%,3.5%,1.0%,67.9%,62.7%,50.8%,58.9%,39.8%,48.8%,0.97,R16 (Cordoba)
2023,17,5,12,29.4%,13-30,30.2%,170-221,43.5%,1-3,25.0%,17,70.1%,17.0%,2.3%,2.7%,68.1%,65.0%,45.3%,58.7%,33.0%,46.7%,0.80,SF (Cordoba)
2022,14,4,10,28.6%,13-22,37.1%,158-186,45.9%,1-3,25.0%,14,72.4%,20.0%,2.0%,2.2%,74.1%,63.6%,50.5%,60.2%,37.1%,48.5%,0.93,R16 (2x)
2021,8,2,6,25.0%,6-14,30.0%,75-107,41.2%,0-0,-,7,68.7%,18.1%,3.5%,3.0%,75.1%,63.4%,43.7%,58.5%,33.8%,46.8%,0.81,
2020,11,4,7,36.4%,11-18,37.9%,118-150,44.0%,1-1,50.0%,11,64.9%,22.7%,2.0%,2.8%,74.4%,62.0%,41.0%,56.6%,39.6%,48.1%,0.91,QF (Santiago)
2019,28,12,16,42.9%,31-38,44.9%,316-337,48.4%,3-2,60.0%,26,68.2%,25.3%,2.9%,2.2%,72.3%,62.0%,49.2%,58.5%,39.2%,48.8%,0.94,QF (3x)
2018,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,6.1%,6.1%,66.7%,52.3%,50.0%,51.5%,21.4%,39.8%,0.44,
2017,1,0,1,0.0%,0-3,0.0%,11-19,36.7%,0-0,-,1,53.3%,20.0%,0.8%,1.7%,78.8%,53.8%,52.0%,53.4%,40.0%,47.1%,0.86,
2015,4,2,2,50.0%,9-8,52.9%,79-82,49.1%,3-0,100.0%,0,,,,,,,,,,,,
2014,4,3,1,75.0%,9-6,60.0%,75-65,53.6%,0-1,0.0%,0,,,,,,,,,,,,
2012,3,1,2,33.3%,5-7,41.7%,45-63,41.7%,2-0,100.0%,0,,,,,,,,,,,,
2010,1,1,0,100.0%,2-0,100.0%,13-6,68.4%,0-0,-,0,,,,,,,,,,,,
Career,111,39,72,35.1%,116-180,39.2%,1270-1509,45.7%,13-15,46.4%,96,68.9%,20.6%,2.7%,2.3%,71.8%,62.8%,47.6%,58.5%,36.7%,47.8%,0.89,
