Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Roland Garros R128,L vs Jarry,26.1%,32.4%,44.4%,31.4%,30.5%,39.0%,45.6%,37.7%,43.6%,72.1%,100.0%,14.3%,14.3%,41.7%,-27
2022 Madrid R64,L vs Hurkacz,17.1%,22.5%,50.9%,24.9%,18.6%,25.8%,50.6%,29.0%,51.3%,69.0%,58.3%,12.9%,12.9%,51.9%,-32
2022 Monte Carlo R64,L vs Hurkacz,15.3%,19.4%,51.7%,18.2%,16.1%,21.4%,51.1%,19.8%,45.8%,62.5%,80.0%,13.3%,13.3%,53.8%,16
2021 Tokyo Olympics R64,L vs Djokovic,16.1%,28.6%,38.3%,21.4%,19.1%,31.9%,42.1%,25.5%,27.3%,60.0%,57.1%,0.0%,11.1%,22.2%,-118
2020 Santiago R16,W vs Barrios Vera,29.0%,42.0%,51.1%,35.9%,32.6%,45.7%,45.2%,43.0%,35.0%,42.3%,33.3%,26.3%,42.1%,64.3%,121
2019 US Open R64,L vs Medvedev,16.9%,24.6%,44.1%,23.8%,18.5%,27.8%,46.6%,27.6%,67.3%,30.4%,50.0%,11.8%,14.7%,36.7%,-79
2019 Bastad R16,L vs Londero,22.1%,35.4%,50.6%,29.6%,28.9%,43.4%,55.6%,40.1%,22.2%,65.0%,90.0%,8.3%,19.4%,42.4%,-38
2019 Milan CH F,W vs Petrovic,24.1%,36.1%,51.6%,31.2%,28.6%,39.7%,57.8%,37.9%,28.1%,71.0%,77.8%,10.5%,26.3%,35.3%,-8
2019 Roland Garros R64,L vs Tsitsipas,16.7%,24.2%,47.3%,23.6%,18.0%,25.8%,49.3%,27.3%,22.5%,67.3%,55.6%,16.7%,25.0%,40.0%,24
2019 Sao Paulo QF,L vs Ruud,15.0%,25.0%,34.4%,23.0%,17.4%,34.8%,42.1%,31.3%,50.0%,53.3%,40.0%,13.3%,13.3%,23.1%,11
2019 Rio de Janeiro QF,L vs Bedene,14.9%,24.1%,54.4%,24.0%,21.6%,31.4%,52.5%,37.1%,36.4%,72.4%,80.0%,10.5%,26.3%,58.8%,-30
2019 Rio de Janeiro R16,W vs Carballes Baena,12.7%,27.0%,55.6%,24.9%,7.3%,24.4%,60.5%,26.1%,55.6%,43.5%,-,23.8%,33.3%,43.8%,-10
2018 Vicenza CH SF,W vs Moroni,12.0%,28.0%,77.3%,27.4%,14.0%,30.2%,78.4%,31.9%,31.6%,79.2%,-,0.0%,14.3%,71.4%,-118
2015 Corrientes CH R16,L vs Schwartzman,8.0%,12.0%,32.5%,11.2%,13.3%,20.0%,26.9%,18.7%,21.4%,62.5%,80.0%,0.0%,0.0%,42.9%,-118
Career (14 matches),,18.3%,27.5%,48.9%,25.6%,21.1%,31.6%,50.7%,31.3%,39.7%,60.6%,67.1%,12.7%,19.6%,44.1%,8
