Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,9,5,4,55.6%,9,5,4,55.6%,2023,2026,R64,9,0.92,14.6%,4.6%,60.9%,77.2%,49.4%,66.4%,30.9%,58.6%,33.3%
Roland Garros,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2023,2025,R128,3,0.68,5.6%,4.6%,53.8%,69.3%,42.9%,57.1%,29.4%,55.6%,50.0%
Wimbledon,3,Grass,5,2,3,40.0%,4,2,2,50.0%,2023,2025,R128,5,0.95,11.0%,2.4%,65.4%,74.8%,52.4%,67.1%,31.1%,56.7%,31.3%
US Open,5,Hard,8,3,5,37.5%,4,1,3,25.0%,2021,2025,R128,8,0.99,14.9%,6.0%,58.0%,78.3%,48.1%,65.6%,34.2%,63.0%,29.0%
Miami Masters,4,Hard,9,4,5,44.4%,8,5,3,62.5%,2023,2026,R64,9,0.98,12.2%,3.3%,63.8%,77.2%,51.5%,67.9%,31.6%,60.5%,26.2%
Indian Wells Masters,5,Hard,7,2,5,28.6%,3,3,0,100.0%,2021,2026,R32,7,0.94,9.4%,3.8%,57.3%,73.5%,51.2%,64.0%,34.0%,63.6%,24.4%
Acapulco,3,Hard,8,5,3,62.5%,5,3,2,60.0%,2024,2026,R16,8,1.00,10.7%,4.7%,61.0%,74.9%,50.5%,65.4%,34.5%,71.4%,32.1%
Delray Beach,3,Hard,3,0,3,0.0%,2,0,2,0.0%,2023,2026,R32,3,0.93,14.7%,3.8%,55.5%,81.2%,43.6%,64.5%,33.0%,63.2%,11.1%
Dallas,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2024,2026,R16,3,0.91,21.7%,3.3%,63.6%,84.6%,53.7%,73.4%,24.3%,62.5%,11.1%
Montpellier,2,Hard,9,7,2,77.8%,7,4,3,57.1%,2025,2026,F,9,1.14,12.8%,2.3%,59.7%,82.4%,55.5%,71.6%,32.3%,78.9%,40.4%
