Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R32,L vs Djokovic,0.0%,-,10.8%,61.1%,21.4%,32.0%,40.0%,5.6%,7.7%,1.2%,33.3%,24,47
2026 Indian Wells R128,W vs Hurkacz,0.0%,-,5.4%,88.9%,13.5%,26.3%,0.0%,9.1%,40.0%,0.5%,0.0%,-13,39
2026 Montpellier R32,W vs Kouame,1.3%,0.0%,8.3%,64.3%,25.5%,34.8%,25.0%,5.6%,40.0%,0.9%,0.0%,89,93
2025 Los Cabos F,L vs Shapovalov,2.1%,100.0%,9.9%,60.0%,13.0%,11.8%,0.0%,9.1%,16.7%,2.4%,33.3%,26,38
2025 Montpellier F,L vs Auger Aliassime,1.1%,100.0%,8.3%,76.5%,17.6%,17.9%,60.0%,18.6%,66.7%,2.1%,60.0%,30,21
2025 Montpellier SF,W vs Rublev,1.5%,100.0%,4.5%,83.3%,25.5%,18.2%,75.0%,7.4%,33.3%,2.4%,0.0%,75,19
2024 Temuco CH R16,L vs Prado Angelo,3.1%,0.0%,3.8%,40.0%,10.7%,9.7%,20.0%,13.5%,40.0%,1.7%,0.0%,-16,11
2024 Miami Q2,W vs Bergs,0.0%,-,7.0%,77.8%,6.0%,19.0%,0.0%,4.9%,0.0%,0.0%,-,-31,39
2024 Miami Q1,W vs Kypson,0.0%,-,7.6%,70.0%,11.8%,17.1%,10.0%,12.5%,100.0%,0.0%,-,-24,24
2024 Los Cabos QF,L vs Tsitsipas,0.0%,-,5.5%,85.7%,9.7%,17.1%,10.5%,11.1%,50.0%,1.4%,100.0%,-55,-13
2023 Roland Garros R128,L vs Djokovic,0.0%,-,8.1%,46.7%,12.8%,20.0%,11.1%,15.3%,50.0%,1.6%,0.0%,-38,-28
2023 Miami R64,L vs Cerundolo,1.5%,0.0%,7.0%,77.8%,17.9%,41.2%,50.0%,6.5%,40.0%,0.6%,100.0%,22,25
2022 Seoul R32,W vs Kecmanovic,0.0%,-,7.4%,70.0%,16.4%,21.1%,25.0%,4.9%,14.3%,1.2%,0.0%,37,53
2022 Indianapolis CH F,L vs Wu,0.0%,-,4.5%,58.3%,9.2%,15.0%,27.3%,11.9%,50.0%,0.5%,0.0%,-66,26
2021 Orlando CH R16,L vs Harrison,0.0%,-,3.7%,100.0%,14.1%,0.0%,0.0%,32.0%,0.0%,2.0%,33.3%,119,81
Career (15 matches),,0.7%,42.9%,6.8%,68.4%,14.6%,20.7%,21.7%,10.6%,36.8%,1.2%,26.3%,4,30
