Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R32,L vs Djokovic,32.3%,41.7%,48.4%,39.2%,44.4%,55.6%,60.0%,56.7%,46.4%,46.2%,50.0%,17.1%,24.4%,38.2%,-43
2026 Indian Wells R128,W vs Hurkacz,35.4%,45.1%,61.2%,39.6%,48.2%,60.7%,58.6%,54.5%,42.9%,45.7%,50.0%,9.1%,13.6%,65.0%,-33
2026 Montpellier R32,W vs Kouame,37.4%,52.7%,54.5%,44.3%,52.0%,70.0%,62.5%,64.6%,39.1%,40.7%,0.0%,20.5%,33.3%,48.4%,-5
2025 Los Cabos F,L vs Shapovalov,32.0%,42.0%,43.8%,39.6%,36.4%,48.5%,47.6%,47.9%,56.3%,52.9%,33.3%,26.7%,33.3%,36.4%,99
2025 Montpellier F,L vs Auger Aliassime,32.3%,49.5%,58.5%,40.8%,39.0%,59.3%,55.6%,53.2%,46.4%,45.2%,100.0%,23.7%,36.8%,62.1%,-3
2025 Montpellier SF,W vs Rublev,32.5%,44.2%,51.0%,37.9%,43.9%,58.5%,65.2%,54.1%,54.5%,42.1%,0.0%,20.0%,28.6%,39.3%,-37
2024 Temuco CH R16,L vs Prado Angelo,34.3%,45.7%,43.9%,38.7%,39.5%,51.2%,34.6%,46.7%,38.1%,40.9%,50.0%,31.8%,45.5%,60.0%,167
2024 Miami Q2,W vs Bergs,48.6%,54.3%,40.0%,49.3%,63.6%,65.9%,50.0%,64.8%,60.0%,50.0%,0.0%,24.0%,36.0%,31.6%,-21
2024 Miami Q1,W vs Kypson,38.5%,50.8%,58.3%,44.8%,51.3%,69.2%,63.2%,61.8%,53.3%,25.0%,25.0%,22.7%,27.3%,52.9%,93
2024 Los Cabos QF,L vs Tsitsipas,26.2%,39.3%,53.7%,33.1%,41.7%,58.3%,52.4%,53.3%,61.5%,47.8%,0.0%,4.8%,14.3%,55.0%,-74
2023 Roland Garros R128,L vs Djokovic,23.1%,40.4%,43.4%,29.7%,34.5%,50.9%,50.0%,47.1%,39.1%,40.6%,28.6%,11.1%,31.1%,37.5%,-6
2023 Miami R64,L vs Cerundolo,30.6%,41.7%,38.8%,35.6%,38.8%,51.0%,40.0%,46.1%,38.1%,42.9%,50.0%,13.6%,22.7%,36.8%,-13
2022 Seoul R32,W vs Kecmanovic,34.7%,49.3%,44.7%,43.9%,48.8%,69.8%,68.2%,64.9%,36.8%,37.5%,33.3%,16.7%,23.3%,24.0%,16
2022 Indianapolis CH F,L vs Wu,50.8%,55.0%,38.9%,53.1%,65.8%,69.6%,37.0%,69.2%,56.3%,34.0%,50.0%,25.0%,30.6%,40.7%,106
2021 Orlando CH R16,L vs Harrison,28.3%,37.7%,47.2%,34.5%,35.7%,46.4%,61.1%,47.5%,42.9%,28.6%,50.0%,21.7%,30.4%,33.3%,42
Career (15 matches),,34.9%,46.5%,48.6%,40.7%,46.7%,59.8%,53.2%,56.3%,47.2%,41.2%,38.8%,19.0%,29.1%,43.6%,48
