Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R32,L vs Djokovic,4.0,3.6,4.5,57.0%,45.2%,42.9%,20.0%,57.3%,22.5%,17.0,12.1,-12.5,-14.5
2026 Indian Wells R128,W vs Hurkacz,3.3,3.7,2.9,56.5%,40.7%,53.3%,40.0%,54.1%,23.8%,7.0,6.3,0.5,0.7
2026 Montpellier R32,W vs Kouame,3.4,3.4,3.4,53.9%,48.1%,50.0%,66.7%,59.3%,24.5%,13.5,10.3,-6.0,-8.8
2025 Los Cabos F,L vs Shapovalov,3.2,3.4,3.0,45.7%,38.9%,30.0%,33.3%,52.0%,18.6%,-4.0,-6.7,0.0,0.0
2025 Montpellier F,L vs Auger Aliassime,3.2,3.5,2.9,45.7%,48.8%,60.0%,40.0%,52.3%,26.1%,5.0,4.5,9.5,11.2
2025 Montpellier SF,W vs Rublev,3.3,3.5,3.0,54.2%,44.4%,42.9%,54.5%,42.4%,19.4%,7.5,11.9,-0.5,-0.6
2024 Temuco CH R16,L vs Prado Angelo,3.4,3.3,3.6,54.1%,32.0%,23.1%,44.4%,58.7%,25.7%,1.5,1.5,-5.5,-10.0
2024 Miami Q2,W vs Bergs,3.4,3.3,3.5,55.6%,30.0%,60.0%,61.5%,62.3%,22.2%,3.5,3.5,-6.5,-13.3
2024 Miami Q1,W vs Kypson,3.6,3.4,3.8,50.0%,58.8%,80.0%,66.7%,67.5%,25.8%,9.5,7.9,5.0,10.9
2024 Los Cabos QF,L vs Tsitsipas,4.0,4.4,3.6,41.5%,50.0%,40.0%,60.0%,67.5%,30.4%,-6.0,-4.5,-1.5,-3.2
2023 Roland Garros R128,L vs Djokovic,4.2,4.0,4.5,47.6%,37.2%,40.0%,27.3%,60.8%,28.1%,0.5,0.3,2.5,2.9
2023 Miami R64,L vs Cerundolo,3.3,3.2,3.6,49.4%,35.7%,41.7%,50.0%,46.3%,25.6%,2.5,3.7,-2.5,-3.9
2022 Seoul R32,W vs Kecmanovic,4.2,3.8,4.7,53.7%,60.7%,25.0%,35.3%,61.8%,38.0%,4.0,2.8,-2.0,-3.6
2022 Indianapolis CH F,L vs Wu,3.7,2.8,4.5,53.4%,53.3%,22.2%,44.0%,47.2%,49.3%,-3.5,-1.9,0.0,0.0
2021 Orlando CH R16,L vs Harrison,3.4,3.5,3.4,38.5%,48.1%,55.6%,66.7%,60.1%,39.3%,-1.5,-1.8,2.5,6.8
Career (15 matches),,3.6,3.5,3.7,50.9%,45.4%,43.8%,46.2%,56.5%,29.8%,3.8,3.3,-1.1,-1.7
