Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,79,32,47,40.5%,83-115,41.9%,992-1037,48.9%,18-27,40.0%,79,84.5%,13.7%,13.1%,4.2%,60.0%,77.0%,49.6%,66.0%,31.7%,49.2%,0.93
Clay,16,3,13,18.8%,14-28,33.3%,194-225,46.3%,1-6,14.3%,15,78.6%,15.0%,7.8%,4.0%,57.1%,73.6%,48.7%,62.9%,32.9%,48.1%,0.89
Grass,7,2,5,28.6%,6-13,31.6%,77-107,41.8%,2-0,100.0%,7,76.4%,7.5%,8.6%,2.9%,60.7%,70.9%,50.5%,62.9%,29.2%,46.1%,0.79
Grand Slams,10,1,9,10.0%,8-29,21.6%,153-212,41.9%,2-3,40.0%,10,74.6%,10.9%,10.3%,4.9%,57.8%,73.1%,45.5%,61.5%,28.4%,45.4%,0.74
Masters,21,3,18,14.3%,15-37,28.8%,240-284,45.8%,4-5,44.4%,21,80.0%,11.0%,10.4%,4.5%,60.1%,73.6%,48.8%,63.7%,32.1%,48.4%,0.89
Other Tours,71,33,38,46.5%,80-90,47.1%,870-873,49.9%,15-25,37.5%,70,85.6%,14.7%,12.7%,3.8%,59.8%,77.4%,50.6%,66.6%,32.2%,49.6%,0.97
Best of 5,10,1,9,10.0%,8-29,21.6%,153-212,41.9%,2-3,40.0%,10,74.6%,10.9%,10.3%,4.9%,57.8%,73.1%,45.5%,61.5%,28.4%,45.4%,0.74
Best of 3,92,36,56,39.1%,95-127,42.8%,1110-1157,49.0%,19-30,38.8%,91,84.3%,13.8%,12.2%,4.0%,59.9%,76.5%,50.1%,65.9%,32.2%,49.3%,0.95
Finals,2,0,2,0.0%,1-4,20.0%,21-31,40.4%,1-1,50.0%,2,80.0%,0.0%,6.0%,2.7%,62.4%,71.0%,60.7%,67.1%,25.6%,45.9%,0.78
Semi-finals,4,2,2,50.0%,5-5,50.0%,50-52,49.0%,0-1,0.0%,4,82.4%,16.0%,11.4%,2.4%,57.5%,74.9%,46.1%,62.7%,33.1%,48.7%,0.89
Quarter-finals,8,4,4,50.0%,9-10,47.4%,96-87,52.5%,1-1,50.0%,8,82.6%,21.3%,10.8%,3.6%,59.1%,75.8%,51.8%,66.0%,35.4%,50.7%,1.04
vs Righties,84,29,55,34.5%,82-131,38.5%,1031-1133,47.6%,17-30,36.2%,83,82.5%,13.4%,11.9%,4.2%,59.5%,75.9%,49.5%,65.2%,31.7%,48.7%,0.91
vs Lefties,18,8,10,44.4%,21-25,45.7%,232-236,49.6%,4-3,57.1%,18,85.3%,13.5%,11.9%,3.7%,60.1%,76.7%,49.2%,65.8%,31.9%,49.4%,0.93
vs Top 10,8,2,6,25.0%,5-16,23.8%,88-117,42.9%,0-3,0.0%,8,74.3%,12.9%,9.6%,2.4%,55.4%,72.1%,45.2%,60.1%,29.4%,45.9%,0.74
