Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Djokovic,68.6%,35.4%,4.3%,3/0,2.23,23.4%,68.2%,36.7%,0.0%,2.08,50.0%,81.8%,33.3%,13.6%,2.37,0.0%
2026 Indian Wells R128,W vs Hurkacz,57.6%,49.0%,2.4%,1/1,2.34,13.0%,53.4%,48.4%,3.4%,2.40,22.2%,81.8%,50.0%,0.0%,2.25,0.0%
2026 Montpellier R32,W vs Kouame,57.1%,50.0%,2.6%,1/1,2.26,7.4%,50.0%,47.8%,2.2%,2.30,17.4%,77.8%,52.4%,3.7%,2.23,0.0%
2025 Los Cabos F,L vs Shapovalov,60.8%,35.5%,2.0%,1/0,2.53,18.8%,56.3%,33.3%,0.0%,2.62,28.6%,76.5%,38.5%,5.9%,2.36,0.0%
2025 Montpellier F,L vs Auger Aliassime,54.3%,45.6%,2.9%,3/0,2.31,9.2%,48.7%,44.7%,0.0%,2.24,16.7%,73.1%,47.4%,11.5%,2.40,0.0%
2025 Montpellier SF,W vs Rublev,52.7%,55.2%,5.5%,2/1,2.14,9.8%,45.7%,50.0%,2.9%,2.09,21.7%,72.2%,61.5%,11.1%,2.19,0.0%
2024 Temuco CH R16,L vs Prado Angelo,64.5%,35.0%,3.2%,2/0,2.16,12.2%,71.0%,22.7%,6.5%,2.22,19.2%,75.0%,50.0%,0.0%,2.07,0.0%
2024 Miami Q2,W vs Bergs,58.6%,52.9%,6.9%,2/2,2.20,5.7%,48.7%,52.6%,2.6%,2.22,12.5%,83.3%,53.3%,16.7%,2.18,0.0%
2024 Miami Q1,W vs Kypson,66.7%,59.1%,6.1%,0/4,2.15,16.7%,54.5%,58.3%,2.3%,1.84,26.3%,90.9%,60.0%,13.6%,2.50,5.9%
2024 Los Cabos QF,L vs Tsitsipas,68.2%,33.3%,0.0%,0/0,2.22,19.5%,66.7%,19.2%,0.0%,2.43,38.1%,79.2%,52.6%,0.0%,2.00,0.0%
2023 Roland Garros R128,L vs Djokovic,67.9%,36.4%,11.1%,4/5,2.39,6.6%,57.8%,30.8%,2.2%,2.11,13.9%,82.9%,41.4%,22.9%,2.64,0.0%
2023 Miami R64,L vs Cerundolo,64.9%,45.9%,8.8%,2/3,2.46,14.3%,58.5%,41.7%,4.9%,2.53,23.3%,86.7%,53.8%,20.0%,2.34,0.0%
2022 Seoul R32,W vs Kecmanovic,71.7%,51.2%,3.3%,0/2,2.37,19.6%,61.1%,45.5%,0.0%,2.16,42.9%,87.5%,57.1%,8.3%,2.56,0.0%
2022 Indianapolis CH F,L vs Wu,74.0%,47.2%,4.1%,5/1,2.34,5.7%,70.7%,44.3%,3.0%,2.35,7.7%,82.6%,52.6%,6.5%,2.33,3.7%
2021 Orlando CH R16,L vs Harrison,55.6%,50.0%,3.7%,1/1,-,5.6%,51.4%,47.4%,0.0%,-,11.1%,64.7%,54.5%,11.8%,-,0.0%
Career (15 matches),,63.5%,45.2%,4.4%,56.3%,2.30,12.3%,58.0%,41.7%,2.0%,2.26,23.3%,80.1%,50.3%,9.5%,2.34,0.6%
