Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Strasbourg R32,L vs Watson,1.04,0.63,53.4,2.6,0.0%,44.4%,0.0%,55.6%,18.5%,42.3%
2019 W60 Hechingen R32,L vs Andrei,0.96,0.66,42.3,2.2,-,55.6%,-,24.0%,39.3%,42.3%
2019 W60 Versmold F,L vs Stojanovic,1.22,0.85,54.4,2.0,-,27.3%,-,35.7%,40.0%,56.0%
2019 W25 Denain F,L vs Molinaro,0.83,0.87,58.6,2.6,-,62.5%,-,28.9%,61.0%,51.4%
2019 W25 Denain SF,W vs Kostova,1.33,1.92,29.9,2.0,-,51.9%,-,68.0%,72.4%,42.3%
2019 W25 Figueira Da Foz R16,W vs Al Nabhani,0.94,1.23,56.2,2.5,-,61.3%,-,52.0%,52.4%,61.1%
2019 W60 Les Franqueses del Valles R32,L vs Bandecchi,0.89,0.65,45.4,2.1,0.0%,44.8%,3.6%,53.6%,32.1%,42.3%
2019 W25 Santa Margherita Di Pula R32,L vs Strakhova,1.01,0.89,60.7,3.0,0.0%,40.9%,0.0%,46.2%,47.2%,53.1%
2019 W25 Altenkirchen QF,L vs Zanevska,0.93,0.89,71.5,54.1,0.0%,48.1%,0.0%,46.0%,52.7%,48.1%
2019 W25 Altenkirchen R16,W vs Salden,1.25,1.65,42.9,2.1,3.6%,67.9%,0.0%,66.7%,33.3%,54.2%
2019 W25 Altenkirchen R32,W vs Heise,1.01,1.20,62.4,3.1,0.0%,60.9%,2.2%,51.1%,58.0%,45.8%
2019 W25 Grenoble QF,L vs Parrizas Diaz,0.87,0.80,60.6,3.3,2.3%,46.5%,0.0%,56.4%,57.1%,31.3%
2019 W25 Grenoble R16,W vs Saez Larra,1.23,1.28,60.2,4.0,1.9%,52.8%,0.0%,55.8%,40.0%,55.3%
2018 Nurnberg R32,L vs Arruabarrena,1.02,0.77,67.0,3.0,0.0%,45.2%,0.0%,46.4%,52.9%,28.1%
2017 Santa Margherita Di Pula $25K R16,W vs Schaeder,1.04,1.19,60.1,6.0,2.2%,60.0%,0.0%,46.3%,56.3%,50.0%
2017 Santa Margherita Di Pula $25K R16,L vs Carreras,0.92,0.77,44.3,3.9,2.2%,40.0%,0.0%,53.7%,39.5%,51.3%
2017 Santa Margherita Di Pula $25K R32,W vs Cappelletti,0.99,1.42,56.5,2.3,0.0%,73.3%,4.2%,54.2%,53.8%,47.2%
2017 Hechingen $60K R32,L vs Jakupovic,1.09,0.60,42.0,2.1,0.0%,42.3%,3.8%,30.8%,34.8%,35.0%
2017 Bad Saulgau $25K QF,W vs Ferro,1.00,1.13,70.6,6.2,0.0%,54.5%,0.0%,58.3%,54.0%,44.8%
2017 Bad Saulgau $25K R32,W vs Hradecka,0.95,1.32,64.2,2.0,3.2%,67.7%,0.0%,57.7%,50.0%,52.9%
2022 (1 matches),,1.04,0.63,53.4,2.6,0.0%,44.4%,0.0%,55.6%,18.5%,42.3%
2019 (12 matches),,1.02,1.01,56.0,2.7,0.7%,51.4%,0.5%,48.7%,50.0%,48.8%
2018 (1 matches),,1.02,0.77,67.0,3.0,0.0%,45.2%,0.0%,46.4%,52.9%,28.1%
2017 (27 matches),,1.03,1.10,55.6,2.8,1.0%,55.5%,0.6%,54.5%,48.6%,47.0%
2016 (47 matches),,1.07,1.23,56.3,2.7,0.7%,52.8%,0.5%,53.8%,53.2%,53.6%
Career (96 matches),,1.05,1.13,56.1,2.7,0.7%,53.1%,0.6%,53.3%,51.0%,50.1%
